person_id,hh_id,relate,sex,age,school_id,work_id,tucaseid,infected
"5485908","2053400",1,1,60,"","","20050212041317",0
"5485909","2053401",1,2,36,"","1703124150000022","20050212042250",0
"5485910","2053401",18,2,35,"","","20030604033134",0
"5495629","2056900",1,1,40,"","","20061211062362",0
"5495630","2056901",1,1,74,"","1703154010000051","20050605050663",0
"5495631","2056901",2,2,70,"","","20060111050676",0
"5495783","2057000",1,2,35,"","1703128290000220","20051009051561",0
"5495784","2057001",1,1,59,"","","20050201051764",0
"5495934","2057100",1,1,56,"","","20070705071890",0
"5495935","2057101",1,1,40,"","1703182090100223","20050201050958",0
"5496094","2057200",1,1,34,"","","20070101070878",0
"5496095","2057200",2,2,31,"","1703132020003438","20050112042267",0
"5496096","2057200",3,1,1,"","","",0
"5496097","2057201",1,2,29,"","1703132040001157","20060201061163",0
"5496098","2057201",19,1,28,"","1703132020003430","20030301032012",0
"5496266","2057300",1,1,79,"","","20060605060507",0
"5496267","2057300",2,2,69,"","","20040403040723",0
"5496268","2057301",1,2,29,"","1703108120000312","20050605050059",0
"5496269","2057301",3,2,10,"170993001094","","",0
"5496270","2057301",3,2,8,"170993001094","","",0
"5496441","2057400",1,1,44,"","","20050505051418",0
"5496442","2057400",2,2,31,"","","20071009071604",0
"5496443","2057401",1,2,40,"","1703132020002943","20070908070515",0
"5496444","2057401",2,1,40,"","","20060707061633",0
"5496611","2057500",1,1,72,"","","20050707050078",0
"5496612","2057500",3,2,41,"","1703176090000272","20030505031853",0
"5496613","2057500",3,2,37,"","1703141080000211","20040201040144",0
"5496614","2057500",8,1,14,"170993000925","","",0
"5496615","2057500",8,1,6,"170993001094","","",0
"5496616","2057501",1,2,66,"","","20061010061836",0
"5496759","2057600",1,2,79,"","","20050503050060",0
"5496760","2057600",8,2,25,"","1703132020003301","20040908040093",0
"5496761","2057600",3,1,44,"","1703141010000055","20060606061920",0
"5496763","2057601",1,1,32,"","1703108120000576","20070302072003",0
"5496911","2057700",1,2,33,"","1703141010000009","20070112062040",0
"5496914","2057701",1,2,58,"","","20061110061345",0
"5496915","2057701",2,1,64,"","","20050706050657",0
"5497096","2057800",1,2,51,"","1703108140001271","20050402050982",0
"5497098","2057801",1,2,34,"","","20060302062250",0
"5497261","2057900",1,2,52,"","","20070504072660",0
"5497262","2057901",1,1,27,"","","20040302041582",0
"5497427","2058000",1,1,35,"","","20030403033125",0
"5497428","2058001",1,2,47,"","1703132020003145","20031009032764",0
"5497625","2058100",1,1,23,"","","20050403051057",0
"5497626","2058100",2,2,25,"","","20070112061861",0
"5497627","2058100",6,1,22,"","","20070201070837",0
"5497628","2058100",12,1,22,"","1703128200000165","20050201050042",0
"5497629","2058101",1,2,49,"","1703128290000220","20070504072210",0
"5497630","2058101",2,1,67,"","","20071211071011",0
"5497813","2058200",1,2,26,"","1703141020000005","20040504040702",0
"5497814","2058201",1,1,26,"","","20030302031171",0
"5497997","2058300",1,1,31,"","1703141020000004","20051009052328",0
"5497998","2058301",1,1,34,"","1703141130000035","20050112040902",0
"5497999","2058301",6,2,36,"","","20070605070110",0
"5498184","2058400",1,1,49,"","","20050605050879",0
"5498185","2058400",2,2,46,"","","20060403061799",0
"5498186","2058401",1,2,45,"","1703124360000038","20041211041873",0
"5498187","2058401",2,1,48,"","1703141130000034","20030908031086",0
"5498188","2058401",3,2,17,"","","20030808030062",0
"5498374","2058500",1,2,39,"","1703130130000038","20050705052236",0
"5498375","2058500",3,2,9,"170993001094","","",0
"5498376","2058500",3,1,12,"170993004957","","",0
"5498377","2058501",1,1,25,"","","20060705061070",0
"5498549","2058600",1,2,30,"","","20060112050013",0
"5498550","2058601",1,2,24,"","","20070504070518",0
"5498733","2058700",1,1,21,"","","20071211071828",0
"5498734","2058700",18,1,21,"","","20030604032866",0
"5498735","2058700",18,2,21,"","1703108150000599","20040806041884",0
"5498736","2058701",1,2,31,"","1703132050002409","20030706032396",0
"5498922","2058800",1,2,42,"","1703132020000930","20040403041109",0
"5498923","2058801",1,2,54,"","","20031212032692",0
"5499107","2058900",1,2,56,"","","20050201051068",0
"5499108","2058901",1,2,30,"","1703128360000038","20061211061850",0
"5499109","2058901",13,1,16,"170993000925","1703108160000156","20070212062275",0
"5499110","2058901",16,2,24,"","1703141140000065","20030908032409",0
"5499291","2059000",1,2,73,"","1703176090000280","20060201062498",0
"5499292","2059001",1,2,46,"","","20031009033068",0
"5499470","2059100",1,2,35,"","1703181700000133","20070706072209",0
"5499471","2059100",3,1,1,"","","",0
"5499472","2059101",1,2,50,"","1703141130000035","20030807032300",0
"5499656","2059200",1,1,24,"","1703132050002523","20060403062109",0
"5499657","2059200",18,2,19,"","","20031110030195",0
"5499658","2059200",18,1,24,"","1703141030000003","20040706040013",0
"5499659","2059201",1,2,42,"","","20060201062543",0
"5499840","2059300",1,2,33,"","1703133040000082","20060403062418",0
"5499841","2059301",1,2,34,"","","20060505061006",0
"5500038","2059400",1,2,56,"","1703134050000026","20041109041317",0
"5500039","2059401",1,2,49,"","","20060112051723",0
"5500249","2059500",1,1,45,"","","20030605032477",0
"5500250","2059500",2,2,40,"","","20041211041845",0
"5500251","2059501",1,2,57,"","","20060112050542",0
"5500252","2059501",13,1,33,"","1703181380000010","20070907072491",0
"5500253","2059501",3,1,25,"","1703132010002232","20031007031811",0
"5500477","2059600",1,1,56,"","","20070201071044",0
"5500478","2059601",1,1,36,"","1703132050000070","20031212033215",0
"5500479","2059601",3,2,4,"","","",0
"5500708","2059700",1,1,37,"","1703141130000035","20031110030998",0
"5500709","2059701",1,1,28,"","","20030301031784",0
"5500710","2059701",2,2,23,"","1703132020003311","20040202040930",0
"5500711","2059701",3,1,4,"","","",0
"5500712","2059701",3,1,1,"","","",0
"5500904","2059800",1,1,57,"","","20030908033247",0
"5500905","2059801",1,2,38,"","1703177060000142","20040807041032",0
"5500906","2059801",3,2,9,"170993000903","","",0
"5501145","2059900",1,1,49,"","1703182090200091","20040403042210",0
"5501146","2059900",2,2,47,"","1703108140001266","20040908040829",0
"5501149","2059901",1,2,28,"","1703153020000020","20050201050554",0
"5501150","2059901",2,1,30,"","1703141070000022","20030705030586",0
"5501364","2060000",1,2,67,"","1703108120000392","20060202061537",0
"5501365","2060001",1,2,27,"","1703141130000024","20070605072004",0
"5501366","2060001",18,2,26,"","1703135100000047","20031110033062",0
"5501599","2060100",1,2,80,"","","20040605041706",0
"5501600","2060101",1,1,22,"","","20041009041601",0
"5501601","2060101",18,1,21,"","1703120020000069","20030111022773",0
"5501602","2060101",18,1,21,"","1703108140001283","20030112022550",0
"5501603","2060101",18,1,21,"","1703141140000064","20030201032110",0
"5501824","2060200",1,1,28,"","1703132050002530","20060605061496",0
"5501825","2060200",19,2,26,"","1703182990100080","20051211050048",0
"5501826","2060200",21,1,8,"170993000903","","",0
"5501827","2060201",1,2,40,"","1703108170000589","20060303061537",0
"5501828","2060201",2,1,42,"","","20030808030700",0
"5501829","2060201",3,1,13,"170993000903","","",0
"5501830","2060201",3,1,11,"170993000903","","",0
"5502057","2060300",1,2,25,"","","20040111032284",0
"5502058","2060300",19,1,27,"","1703116030000076","20040302041263",0
"5502059","2060301",1,2,19,"","","20060706062526",0
"5502297","2060400",1,2,23,"","","20071211070991",0
"5502298","2060400",7,2,44,"","1703108160000153","20030504032771",0
"5502299","2060401",1,2,75,"","","20030212020907",0
"5502300","2060401",8,2,36,"","1703141070000058","20030504031863",0
"5502301","2060401",8,2,7,"170993000903","","",0
"5502529","2060500",1,2,42,"","1703180700000102","20060111050843",0
"5502530","2060500",3,2,18,"","1703140010000031","20070302072388",0
"5502531","2060500",3,1,10,"170993000903","","",0
"5502532","2060500",3,1,6,"170993000903","","",0
"5502533","2060500",3,1,5,"170993000903","","",0
"5502534","2060501",1,1,29,"","1703123050000085","20060404061137",0
"5502535","2060501",19,2,18,"","1703132040001189","20040201041986",0
"5502779","2060600",1,2,28,"","","20031110031822",0
"5502780","2060600",18,2,28,"","1703141130000035","20040605042468",0
"5502781","2060600",21,2,0,"","","",0
"5502782","2060601",1,1,31,"","1703116030000069","20071110070988",0
"5503000","2060700",1,2,73,"","","20041212041089",0
"5503001","2060701",1,2,44,"","","20060302061253",0
"5503002","2060701",3,2,18,"","1703132040001186","20050303051352",0
"5503217","2060800",1,2,18,"","1703120020000062","20070707071463",0
"5503218","2060801",1,2,24,"","1703141130000035","20060707061869",0
"5503425","2060900",1,1,33,"","1703141130000035","20040112031636",0
"5503426","2060900",2,2,37,"","1703148040000082","20060403060735",0
"5503427","2060900",3,2,0,"","","",0
"5503428","2060901",1,1,41,"","1703141060000020","20030112021979",0
"5503429","2060901",5,2,19,"","1703180350000153","20060201060905",0
"5503430","2060901",3,1,8,"170993000903","","",0
"5503431","2060901",19,1,36,"","1703182710000036","20071211071831",0
"5503641","2061000",1,1,58,"","1703141070000053","20050605052007",0
"5503642","2061000",2,2,54,"","1703141130000035","20070112061967",0
"5503643","2061001",1,2,40,"","1703141060000025","20050301050834",0
"5503853","2061100",1,2,45,"","1703182710000036","20031211033528",0
"5503854","2061100",18,1,74,"","","20060605061746",0
"5503855","2061101",1,2,46,"","1703141140000065","20060404061484",0
"5504046","2061200",1,2,33,"","1703141130000035","20061109062420",0
"5504047","2061201",1,1,21,"","1703141060000007","20070908072341",0
"5504233","2061300",1,2,30,"","1703182090200090","20030908033385",0
"5504234","2061301",1,1,68,"","","20051212051130",0
"5504235","2061301",2,2,61,"","","20050302051291",0
"5504447","2061400",1,1,28,"","1703141140000065","20051009051107",0
"5504448","2061400",2,2,28,"","1703141080000198","20050212042470",0
"5504449","2061401",1,1,44,"","1703141130000035","20030706032780",0
"5504450","2061401",2,2,31,"","","20030112021653",0
"5504637","2061500",1,1,22,"","1703108150000661","20070201071286",0
"5504638","2061500",19,2,21,"","1703139070000050","20031009032078",0
"5504639","2061501",1,1,35,"","1703182090200060","20071109071319",0
"5504819","2061600",1,1,59,"","","20040112031099",0
"5504820","2061600",2,2,56,"","1703181460000044","20030111021823",0
"5504821","2061601",1,1,40,"","1703141120000015","20030606033669",0
"5505022","2061700",1,1,24,"","1703141130000035","20050403051764",0
"5505023","2061700",2,2,20,"","1703163030000048","20050302051724",0
"5505024","2061701",1,1,38,"","1703141060000019","20041110040105",0
"5505232","2061800",1,1,49,"","1703181180000101","20040806040561",0
"5505233","2061800",2,2,47,"","1703141060000025","20031009033351",0
"5505236","2061801",1,1,18,"","1703180680200025","20070111062270",0
"5505418","2061900",1,1,21,"","1703132010002232","20030504033092",0
"5505419","2061900",18,1,21,"","1703141060000020","20060705061405",0
"5505420","2061900",18,2,21,"","1703141120000015","20040112031229",0
"5505421","2061901",1,1,27,"","1703143100000015","20031210032647",0
"5505422","2061901",2,2,27,"","1703135030000064","20070201071148",0
"5505609","2062000",1,1,61,"","","20040908041491",0
"5505610","2062000",2,2,57,"","1703141080000210","20040403040572",0
"5505611","2062001",1,2,65,"","","20071009071312",0
"5505775","2062100",1,2,24,"","","20040706040783",0
"5505776","2062100",18,2,24,"","1703141130000035","20061109061134",0
"5505777","2062101",1,2,28,"","1703141130000035","20031211030865",0
"5505779","2062101",7,1,53,"","1703132010002193","20051008051523",0
"5505966","2062200",1,1,23,"","1703141070000036","20070112061197",0
"5505967","2062201",1,1,23,"","","20041211040778",0
"5506176","2062300",1,2,25,"","1703145030000117","20050112042230",0
"5506177","2062300",19,1,27,"","1703182210200243","20030301032262",0
"5506178","2062301",1,2,26,"","","20060908062432",0
"5506359","2062400",1,2,29,"","","20070201072294",0
"5506360","2062400",19,1,28,"","1703141090000041","20030301032012",0
"5506361","2062401",1,2,65,"","1704384610100575","20060112050914",0
"5506362","2062401",3,1,45,"","1703141140000065","20050403051432",0
"5506363","2062401",3,1,40,"","1703124350000216","20060504061139",0
"5506364","2062401",18,1,51,"","1703141070000055","20070302070721",0
"5506561","2062500",1,1,62,"","1703141140000065","20040201040520",0
"5506562","2062500",2,2,59,"","","20070211060629",0
"5506563","2062501",1,2,44,"","1703141140000065","20030201031818",0
"5506754","2062600",1,2,36,"","1703114080000138","20051110051304",0
"5506755","2062601",1,1,22,"","1703141140000060","20030504031068",0
"5506756","2062601",19,2,21,"","1703114080000113","20031211031404",0
"5506937","2062700",1,1,28,"","1703136020000008","20071110071941",0
"5506938","2062700",2,2,25,"","1703141070000053","20070706071226",0
"5506939","2062701",1,1,70,"","1703141130000035","20040302040954",0
"5506940","2062701",16,1,54,"","1703124350000224","20071211070650",0
"5507111","2062800",1,1,37,"","1703182480000110","20030605032076",0
"5507112","2062800",2,2,37,"","1703141050000011","20050112042051",0
"5507113","2062801",1,1,33,"","1703141120000014","20051211052456",0
"5507114","2062801",2,2,37,"","1703141140000063","20041010040708",0
"5507115","2062801",3,2,0,"","","",0
"5507279","2062900",1,1,29,"","1703141070000055","20030605032499",0
"5507280","2062900",18,1,31,"","1703132030001072","20070605071503",0
"5507281","2062901",1,1,68,"","","20061210061979",0
"5507282","2062901",2,2,70,"","","20030212022777",0
"5507477","2063000",1,1,49,"","1703180420100250","20031110031876",0
"5507478","2063000",2,2,47,"","","20030807031199",0
"5507481","2063001",1,1,59,"","","20030504031470",0
"5507664","2063100",1,2,42,"","1703132040001185","20050705051497",0
"5507665","2063100",7,2,61,"","1703141090000060","20071211070945",0
"5507666","2063100",8,1,6,"","","",0
"5507667","2063101",1,2,40,"","1703161030000077","20031009033068",0
"5507838","2063200",1,1,26,"","1703141080000188","20040402042100",0
"5507839","2063201",1,2,24,"","1703180880000135","20071110071913",0
"5507840","2063201",19,1,28,"","","20040112033291",0
"5507990","2063300",1,1,23,"","","20060112051220",0
"5507991","2063300",18,2,21,"","1703132040001185","20051110052323",0
"5507992","2063301",1,2,26,"","","20050707050995",0
"5508149","2063400",1,2,22,"","1703141100000074","20070908070129",0
"5508150","2063401",1,1,52,"","1703180410700034","20030807032047",0
"5508314","2063500",1,1,37,"","","20041211040893",0
"5508315","2063500",2,2,37,"","1703141140000063","20070908072211",0
"5508316","2063501",1,2,33,"","1703180160300099","20031110032464",0
"5508317","2063501",3,2,2,"","","",0
"5508318","2063501",3,2,7,"170993000984","","",0
"5508319","2063501",3,2,11,"170993000984","","",0
"5508475","2063600",1,1,21,"","","20030301030929",0
"5508476","2063601",1,2,29,"","","20030807031919",0
"5508477","2063601",3,1,12,"170993004957","","",0
"5508478","2063601",3,2,8,"170993000984","","",0
"5508479","2063601",3,2,3,"","","",0
"5508651","2063700",1,1,23,"","1703144020000170","20050302051591",0
"5508652","2063700",19,2,23,"","1703103130000061","20040302041354",0
"5508653","2063701",1,2,65,"","","20060112050914",0
"5508809","2063800",1,2,58,"","","20051010051693",0
"5508810","2063801",1,2,41,"","","20040202041731",0
"5508811","2063801",2,1,46,"","","20030605032650",0
"5508812","2063801",3,1,2,"","","",0
"5508997","2063900",1,1,31,"","1703128010000436","20041009041242",0
"5508998","2063900",2,2,29,"","1703107100000065","20060908062187",0
"5508999","2063901",1,2,30,"","1703141080000125","20040302041042",0
"5509180","2064000",1,1,25,"","1703124240000019","20060908060601",0
"5509181","2064001",1,1,67,"","","20030807033515",0
"5509182","2064001",2,2,69,"","","20061109060623",0
"5509352","2064101",1,1,49,"","1703161170000012","20060212052282",0
"5509353","2064101",2,2,47,"","","20050807051140",0
"5509711","2064300",1,1,29,"","1703132050002214","20050604051248",0
"5509888","2064400",1,1,30,"","","20031211033473",0
"5509889","2064401",1,1,28,"","","20041009042438",0
"5509890","2064401",2,2,26,"","","20050605050059",0
"5509892","2064401",3,1,0,"","","",0
"5510063","2064500",1,1,60,"","1703108170000597","20050201050922",0
"5510064","2064501",1,1,35,"","1703141140000063","20050807052097",0
"5510065","2064501",2,2,38,"","","20050907050748",0
"5510066","2064501",3,1,2,"","","",0
"5510238","2064600",1,2,24,"","1703124010000050","20030908031550",0
"5510239","2064601",1,1,51,"","1703128190000447","20050201050134",0
"5510420","2064700",1,1,36,"","","20050705051960",0
"5510421","2064701",1,2,43,"","1703103130000059","20031211032022",0
"5510422","2064701",3,1,14,"170993000925","","",0
"5510423","2064701",3,2,16,"170993000925","1703141120000011","20050302051262",0
"5510424","2064701",3,2,14,"170993000925","","",0
"5510425","2064701",3,1,11,"170993000984","","",0
"5510426","2064701",19,1,44,"","1703141080000029","20050908051753",0
"5510602","2064800",1,1,58,"","","20030908032318",0
"5510603","2064800",19,1,66,"","","20030909032590",0
"5510754","2064901",1,1,57,"","","20040403040535",0
"5510928","2065000",1,2,63,"","","20060604061523",0
"5510929","2065001",1,1,38,"","1704384530000324","20030605033490",0
"5511095","2065100",1,2,30,"","1703182410400263","20060504062132",0
"5511097","2065101",1,1,49,"","1703128250000010","20030706031483",0
"5511098","2065101",21,1,44,"","1703141070000052","20061110061587",0
"5511285","2065200",1,2,55,"","1703132050002536","20030605032661",0
"5511286","2065201",1,2,45,"","1703107130000083","20030706030777",0
"5511287","2065201",18,1,74,"","1703180940000518","20060201061829",0
"5511461","2065300",1,2,22,"","1703182411200467","20070706070050",0
"5511462","2065301",1,1,83,"","","20070112061940",0
"5511463","2065301",2,2,80,"","","20070403071137",0
"5511646","2065400",1,1,53,"","1703128290000221","20040302042338",0
"5511647","2065401",1,2,26,"","1703132060000173","20030112022263",0
"5511648","2065401",3,2,1,"","","",0
"5511649","2065401",19,1,30,"","1703141090000062","20030908033521",0
"5511819","2065500",1,1,58,"","1703108140001226","20040806041082",0
"5511820","2065501",1,1,22,"","","20050909051450",0
"5512011","2065600",1,2,29,"","1703141090000061","20060505061272",0
"5512012","2065601",1,2,34,"","1703108130000334","20060402061894",0
"5512217","2065700",1,2,46,"","1703139070000049","20030503032461",0
"5512218","2065701",1,2,55,"","1703128200000165","20050402050616",0
"5512398","2065800",1,2,56,"","","20060402061139",0
"5512399","2065801",1,2,46,"","1703132050002103","20040202040607",0
"5512400","2065801",3,2,24,"","","20030706032175",0
"5512401","2065801",13,2,14,"170993000925","","",0
"5512583","2065900",1,2,52,"","1704384440100342","20030402033057",0
"5512584","2065901",1,1,30,"","1703132050002396","20050908050829",0
"5512585","2065901",2,2,28,"","1703141090000066","20030111022384",0
"5512770","2066000",1,1,76,"","","20030201032035",0
"5512771","2066001",1,1,81,"","","20050112042483",0
"5512772","2066001",2,2,70,"","1703180930000141","20060201062498",0
"5512942","2066100",1,2,49,"","1703182410400149","20030201031579",0
"5512943","2066101",1,1,59,"","","20030807030103",0
"5512944","2066101",2,2,53,"","1703177030000373","20040707041996",0
"5513132","2066200",1,1,43,"","1703148040000082","20030909031085",0
"5513133","2066201",1,2,45,"","1703180460400119","20060303061537",0
"5513301","2066300",1,1,46,"","1703141110000038","20050201050749",0
"5513302","2066300",2,2,44,"","1703141140000064","20060403061701",0
"5513304","2066301",1,2,45,"","1703132010002229","20051110050916",0
"5513479","2066400",1,1,25,"","1703142020000024","20060808060513",0
"5513480","2066401",1,2,53,"","1704384440100347","20040302040975",0
"5513481","2066401",19,2,46,"","1703141090000053","20060908062275",0
"5513664","2066500",1,2,76,"","","20041212041089",0
"5513665","2066501",1,1,69,"","1703141130000035","20070504072120",0
"5513666","2066501",2,2,70,"","1703132020001929","20070503070874",0
"5513667","2066501",3,2,41,"","1703108140001216","20040808040061",0
"5513668","2066501",8,1,0,"","","",0
"5513844","2066601",1,2,56,"","","20051109052230",0
"5514021","2066700",1,2,61,"","1703143050000064","20030605032073",0
"5514022","2066701",1,1,36,"","1703180940000507","20070807071300",0
"5514190","2066800",1,1,31,"","1703141130000035","20060909060983",0
"5514191","2066801",1,1,56,"","1703132040001193","20050201051003",0
"5514192","2066801",19,2,31,"","1703132020003029","20061009061133",0
"5514614","2067101",1,2,34,"","1703141130000035","20030706031499",0
"5516628","2068400",1,1,39,"","","20051211051685",0
"G170313818002N01_1","G170313818002N01",,1,64,"","","",0
"G170313818002N01_10","G170313818002N01",,1,59,"","","",0
"G170313818002N01_100","G170313818002N01",,2,91,"","","",0
"G170313818002N01_101","G170313818002N01",,2,91,"","","",0
"G170313818002N01_102","G170313818002N01",,2,81,"","","",0
"G170313818002N01_103","G170313818002N01",,2,81,"","","",0
"G170313818002N01_104","G170313818002N01",,2,92,"","","",0
"G170313818002N01_105","G170313818002N01",,2,92,"","","",0
"G170313818002N01_106","G170313818002N01",,2,80,"","","",0
"G170313818002N01_107","G170313818002N01",,2,80,"","","",0
"G170313818002N01_108","G170313818002N01",,2,79,"","","",0
"G170313818002N01_109","G170313818002N01",,2,79,"","","",0
"G170313818002N01_11","G170313818002N01",,1,58,"","","",0
"G170313818002N01_110","G170313818002N01",,2,93,"","","",0
"G170313818002N01_111","G170313818002N01",,2,93,"","","",0
"G170313818002N01_112","G170313818002N01",,2,78,"","","",0
"G170313818002N01_113","G170313818002N01",,2,94,"","","",0
"G170313818002N01_114","G170313818002N01",,2,94,"","","",0
"G170313818002N01_115","G170313818002N01",,2,77,"","","",0
"G170313818002N01_116","G170313818002N01",,2,95,"","","",0
"G170313818002N01_117","G170313818002N01",,2,76,"","","",0
"G170313818002N01_118","G170313818002N01",,2,96,"","","",0
"G170313818002N01_119","G170313818002N01",,2,75,"","","",0
"G170313818002N01_12","G170313818002N01",,1,57,"","","",0
"G170313818002N01_120","G170313818002N01",,2,97,"","","",0
"G170313818002N01_121","G170313818002N01",,2,74,"","","",0
"G170313818002N01_122","G170313818002N01",,2,98,"","","",0
"G170313818002N01_123","G170313818002N01",,2,73,"","","",0
"G170313818002N01_124","G170313818002N01",,2,99,"","","",0
"G170313818002N01_125","G170313818002N01",,2,72,"","","",0
"G170313818002N01_126","G170313818002N01",,2,71,"","","",0
"G170313818002N01_127","G170313818002N01",,2,74,"","","",0
"G170313818002N01_128","G170313818002N01",,2,75,"","","",0
"G170313818002N01_129","G170313818002N01",,2,76,"","","",0
"G170313818002N01_13","G170313818002N01",,1,56,"","","",0
"G170313818002N01_130","G170313818002N01",,2,77,"","","",0
"G170313818002N01_14","G170313818002N01",,1,56,"","","",0
"G170313818002N01_15","G170313818002N01",,1,55,"","","",0
"G170313818002N01_16","G170313818002N01",,1,54,"","","",0
"G170313818002N01_17","G170313818002N01",,1,53,"","","",0
"G170313818002N01_18","G170313818002N01",,1,52,"","","",0
"G170313818002N01_19","G170313818002N01",,1,52,"","","",0
"G170313818002N01_2","G170313818002N01",,1,64,"","","",0
"G170313818002N01_20","G170313818002N01",,1,51,"","","",0
"G170313818002N01_21","G170313818002N01",,1,51,"","","",0
"G170313818002N01_22","G170313818002N01",,1,49,"","","",0
"G170313818002N01_23","G170313818002N01",,1,48,"","","",0
"G170313818002N01_24","G170313818002N01",,1,47,"","","",0
"G170313818002N01_25","G170313818002N01",,1,46,"","","",0
"G170313818002N01_26","G170313818002N01",,1,45,"","","",0
"G170313818002N01_27","G170313818002N01",,1,44,"","","",0
"G170313818002N01_28","G170313818002N01",,1,43,"","","",0
"G170313818002N01_29","G170313818002N01",,1,42,"","","",0
"G170313818002N01_3","G170313818002N01",,1,63,"","","",0
"G170313818002N01_30","G170313818002N01",,1,38,"","","",0
"G170313818002N01_31","G170313818002N01",,1,64,"","","",0
"G170313818002N01_32","G170313818002N01",,1,63,"","","",0
"G170313818002N01_33","G170313818002N01",,2,64,"","","",0
"G170313818002N01_34","G170313818002N01",,2,63,"","","",0
"G170313818002N01_35","G170313818002N01",,2,56,"","","",0
"G170313818002N01_36","G170313818002N01",,2,55,"","","",0
"G170313818002N01_37","G170313818002N01",,2,64,"","","",0
"G170313818002N01_38","G170313818002N01",,2,63,"","","",0
"G170313818002N01_39","G170313818002N01",,2,62,"","","",0
"G170313818002N01_4","G170313818002N01",,1,63,"","","",0
"G170313818002N01_40","G170313818002N01",,2,61,"","","",0
"G170313818002N01_41","G170313818002N01",,2,60,"","","",0
"G170313818002N01_42","G170313818002N01",,1,86,"","","",0
"G170313818002N01_43","G170313818002N01",,1,86,"","","",0
"G170313818002N01_44","G170313818002N01",,1,87,"","","",0
"G170313818002N01_45","G170313818002N01",,1,87,"","","",0
"G170313818002N01_46","G170313818002N01",,1,85,"","","",0
"G170313818002N01_47","G170313818002N01",,1,85,"","","",0
"G170313818002N01_48","G170313818002N01",,1,84,"","","",0
"G170313818002N01_49","G170313818002N01",,1,84,"","","",0
"G170313818002N01_5","G170313818002N01",,1,62,"","","",0
"G170313818002N01_50","G170313818002N01",,1,88,"","","",0
"G170313818002N01_51","G170313818002N01",,1,83,"","","",0
"G170313818002N01_52","G170313818002N01",,1,83,"","","",0
"G170313818002N01_53","G170313818002N01",,1,82,"","","",0
"G170313818002N01_54","G170313818002N01",,1,82,"","","",0
"G170313818002N01_55","G170313818002N01",,1,89,"","","",0
"G170313818002N01_56","G170313818002N01",,1,89,"","","",0
"G170313818002N01_57","G170313818002N01",,1,81,"","","",0
"G170313818002N01_58","G170313818002N01",,1,81,"","","",0
"G170313818002N01_59","G170313818002N01",,1,80,"","","",0
"G170313818002N01_6","G170313818002N01",,1,61,"","","",0
"G170313818002N01_60","G170313818002N01",,1,80,"","","",0
"G170313818002N01_61","G170313818002N01",,1,90,"","","",0
"G170313818002N01_62","G170313818002N01",,1,79,"","","",0
"G170313818002N01_63","G170313818002N01",,1,79,"","","",0
"G170313818002N01_64","G170313818002N01",,1,78,"","","",0
"G170313818002N01_65","G170313818002N01",,1,91,"","","",0
"G170313818002N01_66","G170313818002N01",,1,77,"","","",0
"G170313818002N01_67","G170313818002N01",,1,76,"","","",0
"G170313818002N01_68","G170313818002N01",,1,92,"","","",0
"G170313818002N01_69","G170313818002N01",,1,75,"","","",0
"G170313818002N01_7","G170313818002N01",,1,61,"","","",0
"G170313818002N01_70","G170313818002N01",,1,74,"","","",0
"G170313818002N01_71","G170313818002N01",,1,93,"","","",0
"G170313818002N01_72","G170313818002N01",,1,73,"","","",0
"G170313818002N01_73","G170313818002N01",,1,72,"","","",0
"G170313818002N01_74","G170313818002N01",,1,94,"","","",0
"G170313818002N01_75","G170313818002N01",,1,71,"","","",0
"G170313818002N01_76","G170313818002N01",,1,70,"","","",0
"G170313818002N01_77","G170313818002N01",,1,69,"","","",0
"G170313818002N01_78","G170313818002N01",,1,68,"","","",0
"G170313818002N01_79","G170313818002N01",,1,96,"","","",0
"G170313818002N01_8","G170313818002N01",,1,60,"","","",0
"G170313818002N01_80","G170313818002N01",,2,87,"","","",0
"G170313818002N01_81","G170313818002N01",,2,87,"","","",0
"G170313818002N01_82","G170313818002N01",,2,88,"","","",0
"G170313818002N01_83","G170313818002N01",,2,88,"","","",0
"G170313818002N01_84","G170313818002N01",,2,88,"","","",0
"G170313818002N01_85","G170313818002N01",,2,86,"","","",0
"G170313818002N01_86","G170313818002N01",,2,86,"","","",0
"G170313818002N01_87","G170313818002N01",,2,86,"","","",0
"G170313818002N01_88","G170313818002N01",,2,89,"","","",0
"G170313818002N01_89","G170313818002N01",,2,89,"","","",0
"G170313818002N01_9","G170313818002N01",,1,59,"","","",0
"G170313818002N01_90","G170313818002N01",,2,85,"","","",0
"G170313818002N01_91","G170313818002N01",,2,85,"","","",0
"G170313818002N01_92","G170313818002N01",,2,90,"","","",0
"G170313818002N01_93","G170313818002N01",,2,90,"","","",0
"G170313818002N01_94","G170313818002N01",,2,84,"","","",0
"G170313818002N01_95","G170313818002N01",,2,84,"","","",0
"G170313818002N01_96","G170313818002N01",,2,83,"","","",0
"G170313818002N01_97","G170313818002N01",,2,83,"","","",0
"G170313818002N01_98","G170313818002N01",,2,82,"","","",0
"G170313818002N01_99","G170313818002N01",,2,82,"","","",0
"G170314109001N01_1","G170314109001N01",,1,74,"","","",0
"G170314109001N01_2","G170314109001N01",,1,75,"","","",0
