place_id,type,persons,latitude,longitude
2046608,Household,1,41.80542707,-87.60504499
2046609,Household,2,41.80292529,-87.60663596
2046610,Household,1,41.80518957,-87.60492622
2046611,Household,1,41.80392987,-87.60557005
2046612,Household,1,41.80310634,-87.60641343
2046613,Household,1,41.80549708,-87.60591656
2046614,Household,4,41.80743821,-87.60655087
2046615,Household,1,41.80578789,-87.60620305
2046616,Household,1,41.80702338,-87.60545682
2046617,Household,2,41.80807705,-87.60496896
2046618,Household,2,41.80477073,-87.60462861
2046619,Household,1,41.80576291,-87.60590632
2046620,Household,1,41.80538328,-87.6054233
2046621,Household,4,41.80215928,-87.60614932
2046622,Household,1,41.80539163,-87.60443158
2046623,Household,3,41.80621264,-87.60545832
2046624,Household,2,41.80314967,-87.60597694
2046625,Household,1,41.8028076,-87.60623993
2046626,Household,4,41.8078554,-87.60590461
2046627,Household,3,41.80222764,-87.60467481
2046628,Household,1,41.80571508,-87.60477104
2046629,Household,1,41.80576807,-87.60613379
2046630,Household,1,41.80756426,-87.6064943
2046631,Household,1,41.80666545,-87.60530141
2046632,Household,1,41.80681667,-87.60580683
2046633,Household,2,41.80255421,-87.60462729
2046634,Household,1,41.80296695,-87.60475141
2046635,Household,1,41.80264492,-87.60608754
2046636,Household,2,41.80560209,-87.6049778
2046637,Household,2,41.8058143,-87.60490451
2046638,Household,1,41.8093084,-87.60521813
2046639,Household,1,41.80530726,-87.60483547
2046640,Household,1,41.80953302,-87.60516426
2046641,Household,1,41.80258158,-87.6052277
2046642,Household,1,41.80709416,-87.60643699
2046643,Household,1,41.80561756,-87.60534818
2046644,Household,2,41.80794006,-87.60572837
2046645,Household,1,41.8054561,-87.60577402
2046646,Household,3,41.80547519,-87.60447392
2046647,Household,3,41.80686263,-87.60562301
2046648,Household,1,41.80840639,-87.60458743
2046649,Household,2,41.80572541,-87.60437379
2046650,Household,1,41.80605339,-87.6055607
2046651,Household,1,41.80736718,-87.60527317
2046652,Household,4,41.80953303,-87.60590947
2046653,Household,2,41.80543971,-87.60541425
2046654,Household,1,41.80560117,-87.6059902
2046655,Household,3,41.80214631,-87.6063958
2046656,Household,4,41.80719159,-87.60606713
2046657,Household,2,41.80550835,-87.60422697
2046658,Household,1,41.80381028,-87.60506437
2046659,Household,2,41.80287841,-87.60633017
2046660,Household,1,41.80862518,-87.60564891
2046661,Household,1,41.80568412,-87.60424466
2046662,Household,2,41.80703794,-87.60632466
2046663,Household,2,41.80269515,-87.60610399
2046664,Household,2,41.80279648,-87.60502832
2046665,Household,1,41.80738832,-87.60564331
2046666,Household,1,41.80563949,-87.60594579
2046667,Household,1,41.80677011,-87.60513414
2046668,Household,2,41.80953302,-87.60528143
2046669,Household,4,41.80948659,-87.60555402
2046670,Household,1,41.80708402,-87.60650571
2046671,Household,1,41.80829332,-87.60439832
2046672,Household,2,41.80579934,-87.60434501
2046673,Household,1,41.8068292,-87.60610603
2046674,Household,1,41.80372505,-87.60643424
2046675,Household,1,41.80530383,-87.60446853
2046676,Household,2,41.80660127,-87.60641657
2046677,Household,1,41.80588651,-87.60656623
2046678,Household,1,41.80567158,-87.60509401
2046679,Household,1,41.80701319,-87.60598429
2046680,Household,1,41.80536313,-87.60444478
2046681,Household,1,41.80536139,-87.6049246
2046682,Household,1,41.8050597,-87.60433651
2046683,Household,2,41.80566123,-87.60582361
2046684,Household,2,41.80300716,-87.60519166
2046685,Household,1,41.80527397,-87.60554357
2046686,Household,1,41.80472315,-87.60418104
2046687,Household,1,41.80256257,-87.60470762
2046688,Household,1,41.80882962,-87.6063511
2046689,Household,1,41.80354629,-87.60644795
2046690,Household,1,41.80723761,-87.60626397
2046691,Household,2,41.80390834,-87.60511012
2046692,Household,1,41.80554733,-87.60609905
2046693,Household,1,41.80611402,-87.60616489
2046694,Household,1,41.80524169,-87.6059281
2046695,Household,3,41.80910313,-87.60483804
2046696,Household,1,41.80808097,-87.60480235
2046697,Household,4,41.80523842,-87.60507724
2046698,Household,2,41.80332268,-87.60461219
2046699,Household,1,41.80696203,-87.60615579
2046700,Household,1,41.80769978,-87.60489884
2046701,Household,2,41.80260025,-87.60631639
2046702,Household,1,41.80553283,-87.60431771
2046703,Household,1,41.80945913,-87.60535076
2046704,Household,1,41.80866228,-87.60438968
2046705,Household,1,41.80715136,-87.60643962
2046706,Household,1,41.80221122,-87.6051628
2046707,Household,4,41.80536588,-87.60626861
2046708,Household,1,41.80492625,-87.60458318
2046709,Household,1,41.80653223,-87.60547385
2046710,Household,4,41.803437,-87.60544001
2046711,Household,1,41.80246807,-87.60510857
2046712,Household,3,41.80582481,-87.6054366
2046713,Household,1,41.80502718,-87.60556589
2046714,Household,1,41.80792057,-87.60595213
2046715,Household,1,41.80827637,-87.60535076
2046716,Household,1,41.80517067,-87.60452878
2046717,Household,1,41.80414774,-87.60584108
2046718,Household,1,41.80322277,-87.60561482
2046719,Household,1,41.8088123,-87.6011112
2046720,Household,2,41.80726448,-87.59784157
2046721,Household,1,41.80914134,-87.59975603
2046722,Household,1,41.80942341,-87.59958125
2046723,Household,2,41.80371212,-87.60163841
2046724,Household,1,41.80225063,-87.59876935
2046725,Household,3,41.80959073,-87.60040595
2046726,Household,1,41.80923394,-87.59849303
2046727,Household,5,41.80782498,-87.59775086
2046728,Household,3,41.80391284,-87.5985073
2046729,Household,2,41.80909515,-87.6002556
2046730,Household,1,41.80906429,-87.60183876
2046731,Household,1,41.80359427,-87.60175465
2046732,Household,1,41.80930842,-87.59930331
2046733,Household,1,41.80879268,-87.59830721
2046734,Household,2,41.80250928,-87.59967432
2046735,Household,1,41.80953302,-87.60184897
2046736,Household,1,41.80844209,-87.60180517
2046737,Household,1,41.80299363,-87.59697479
2046738,Household,1,41.80800493,-87.60193389
2046739,Household,2,41.80868134,-87.60123357
2046740,Household,4,41.80274501,-87.596849
2046741,Household,2,41.80914245,-87.59807231
2046742,Household,1,41.80858197,-87.59849906
2046743,Household,3,41.80944602,-87.59772625
2046744,Household,2,41.80335174,-87.59763008
2046745,Household,3,41.80260495,-87.59709479
2046746,Household,3,41.80963299,-87.59721778
2046747,Household,1,41.80871559,-87.60063953
2046748,Household,1,41.80805944,-87.60185722
2046749,Household,1,41.80335089,-87.59843013
2046750,Household,2,41.80267621,-87.59693948
2046751,Household,2,41.8089944,-87.59780983
2046752,Household,1,41.80345231,-87.59856262
2046753,Household,2,41.80871851,-87.59944614
2046754,Household,1,41.80782541,-87.5990083
2046755,Household,2,41.80916064,-87.59841486
2046756,Household,1,41.80228354,-87.59784691
2046757,Household,4,41.80857843,-87.59741025
2046758,Household,4,41.80223931,-87.60009861
2046759,Household,4,41.80963299,-87.59751261
2046760,Household,3,41.8089387,-87.59817896
2046761,Household,2,41.8032626,-87.60175813
2046762,Household,1,41.80916448,-87.59782685
2046763,Household,1,41.80301104,-87.59994031
2046764,Household,4,41.8032799,-87.59925243
2046765,Household,2,41.80773298,-87.601949
2046766,Household,2,41.80825256,-87.59816244
2046767,Household,2,41.80377639,-87.59962975
2046768,Household,1,41.80495646,-87.59894197
2046769,Household,4,41.80252778,-87.60043208
2046770,Household,1,41.8030137,-87.60137277
2046771,Household,2,41.80241467,-87.596849
2046772,Household,3,41.80624172,-87.6017833
2046773,Household,4,41.80256081,-87.59769272
2046774,Household,2,41.80238663,-87.59803939
2046775,Household,3,41.80757893,-87.5975378
2046776,Household,1,41.80299822,-87.59963308
2046777,Household,1,41.80343538,-87.59708973
2046778,Household,2,41.80232282,-87.5970547
2046779,Household,1,41.80840859,-87.59946612
2046780,Household,1,41.80467503,-87.59818769
2046781,Household,4,41.80757218,-87.59970279
2046782,Household,1,41.80874503,-87.60189276
2046783,Household,1,41.80799277,-87.60024001
2046784,Household,1,41.80284216,-87.59867681
2046785,Household,3,41.80343469,-87.59774542
2046786,Household,1,41.80847218,-87.59820662
2046787,Household,1,41.80286038,-87.596849
2046788,Household,4,41.80836066,-87.60154811
2046789,Household,2,41.80899555,-87.59856421
2046790,Household,1,41.80860183,-87.60128282
2046791,Household,1,41.80911208,-87.59894007
2046792,Household,2,41.8090846,-87.59687947
2046793,Household,2,41.80787427,-87.59768227
2046794,Household,2,41.80808207,-87.59934789
2046795,Household,2,41.80906795,-87.59766982
2046796,Household,4,41.80327069,-87.59731169
2046797,Household,1,41.80371367,-87.59900268
2046798,Household,1,41.80878526,-87.60027045
2046799,Household,1,41.8032923,-87.597171
2046800,Household,2,41.80844855,-87.59719609
2046801,Household,2,41.80904959,-87.59963018
2046802,Household,2,41.80916122,-87.60114084
2046803,Household,2,41.80441282,-87.59824685
2046804,Household,1,41.80911319,-87.59984287
2046805,Household,4,41.80528349,-87.59953858
2046806,Household,2,41.80489756,-87.60122049
2046807,Household,1,41.80764712,-87.59910851
2046808,Household,1,41.80881459,-87.59870747
2046809,Household,1,41.80924847,-87.59988256
2046810,Household,1,41.80327038,-87.59701353
2046811,Household,4,41.80586503,-87.59872507
2046812,Household,8,41.80734514,-87.59696881
2046813,Household,1,41.8083259,-87.59855936
2046814,Household,3,41.80839352,-87.59941555
2046815,Household,1,41.80856762,-87.60162005
2046816,Household,1,41.80784574,-87.59786082
2046817,Household,2,41.80265747,-87.59854863
2046818,Household,1,41.80848984,-87.60052973
2046819,Household,1,41.80929938,-87.60124875
2046820,Household,1,41.80828471,-87.59788856
2046821,Household,2,41.80953302,-87.60184897
2046822,Household,1,41.8070708,-87.59779521
2046823,Household,1,41.80308138,-87.59942958
2046824,Household,3,41.80832915,-87.60029411
2046825,Household,1,41.80239485,-87.60010071
2046826,Household,2,41.80931733,-87.59787302
2046827,Household,1,41.80951144,-87.59798233
2046828,Household,1,41.80863253,-87.60110944
2046830,Household,1,41.8033568,-87.59918893
2046831,Household,2,41.80848168,-87.5990679
2046832,Household,2,41.80621166,-87.60052617
2046833,Household,1,41.80508558,-87.60145851
2046834,Household,1,41.8029967,-87.59803949
2046835,Household,2,41.80459888,-87.60125303
2046836,Household,1,41.80849972,-87.59904414
2046837,Household,1,41.80264841,-87.59774995
2046838,Household,4,41.80845805,-87.59855407
2046839,Household,2,41.80350832,-87.5996962
2046840,Household,2,41.80225592,-87.59849843
2046841,Household,4,41.80734157,-87.60190551
2046842,Household,3,41.8092218,-87.59739791
2046843,Household,4,41.80841106,-87.59991681
2046844,Household,5,41.80281857,-87.60099571
2046845,Household,1,41.8071973,-87.59974311
2046846,Household,2,41.80797581,-87.60064026
2046847,Household,1,41.80293171,-87.59730555
2046848,Household,2,41.80834956,-87.60118958
2046849,Household,1,41.8089835,-87.59812158
2046850,Household,2,41.80852441,-87.59743794
2046851,Household,2,41.8074592,-87.59915862
2046852,Household,2,41.80598116,-87.59796473
2046853,Household,1,41.80757792,-87.59822433
2046854,Household,2,41.80856319,-87.59794582
2046855,Household,3,41.80950581,-87.60035893
2046856,Household,2,41.80870362,-87.59886759
2046857,Household,2,41.80364084,-87.59803092
2046858,Household,2,41.80360026,-87.59790872
2046859,Household,4,41.80374406,-87.59691012
2046860,Household,2,41.8080462,-87.59993989
2046862,Household,1,41.80302827,-87.59993175
2046863,Household,2,41.8073774,-87.60131219
2046864,Household,3,41.80884499,-87.59792214
2046865,Household,1,41.80236367,-87.6003407
2046866,Household,1,41.80363586,-87.59882431
2046867,Household,1,41.80653873,-87.59730275
2046868,Household,2,41.8055714,-87.59841288
2046869,Household,1,41.80761243,-87.5972753
2046870,Household,2,41.80242245,-87.59868314
2046871,Household,1,41.80828688,-87.59702746
2046872,Household,2,41.80479536,-87.59809092
2046873,Household,2,41.80288214,-87.59691795
2046874,Household,2,41.80233302,-87.596849
2046875,Household,1,41.80896645,-87.59896927
2046876,Household,3,41.80534899,-87.6015847
2046877,Household,2,41.80864927,-87.60020751
2046878,Household,4,41.809015,-87.6013772
2046879,Household,4,41.80737663,-87.6019094
2046880,Household,1,41.80876646,-87.60167236
2046881,Household,4,41.80868911,-87.60059081
2046882,Household,3,41.80833928,-87.59745585
2046883,Household,1,41.80270387,-87.5969708
2046884,Household,2,41.80768351,-87.59901143
2046885,Household,2,41.80872339,-87.60039979
2046886,Household,1,41.80889534,-87.59885172
2046887,Household,2,41.80722548,-87.60069123
2046888,Household,1,41.80305167,-87.5987159
2046889,Household,2,41.80223333,-87.60054225
2046890,Household,2,41.80884047,-87.59887164
2046891,Household,1,41.80414933,-87.598189
2046892,Household,1,41.80876708,-87.60101863
2046893,Household,2,41.80276851,-87.60155792
2046894,Household,2,41.80956098,-87.60065404
2046895,Household,4,41.80410918,-87.59827584
2046896,Household,2,41.80868182,-87.59897534
2046897,Household,2,41.80881199,-87.6002168
2046898,Household,1,41.80346382,-87.60065335
2046899,Household,2,41.80818739,-87.59893771
2046900,Household,3,41.80513524,-87.60062908
2046901,Household,1,41.80233548,-87.59831981
2046902,Household,1,41.80463898,-87.60088549
2046903,Household,1,41.80799264,-87.59725741
2046904,Household,2,41.80311773,-87.59967159
2046905,Household,1,41.80416015,-87.59850652
2046906,Household,2,41.80400083,-87.59839862
2046907,Household,2,41.80937134,-87.60043746
2046908,Household,2,41.80882105,-87.60188854
2046909,Household,1,41.80382203,-87.60087316
2046910,Household,4,41.80798483,-87.59803067
2046911,Household,1,41.80826256,-87.59723589
2046913,Household,2,41.80243448,-87.59957131
2046914,Household,2,41.80912432,-87.5996966
2046915,Household,1,41.80849585,-87.59813285
2046916,Household,1,41.8038701,-87.59697851
2046917,Household,2,41.80763724,-87.60030682
2046918,Household,1,41.80592748,-87.59905097
2046919,Household,1,41.80397158,-87.59773742
2046920,Household,2,41.807535,-87.60013681
2046922,Household,1,41.80431896,-87.60062163
2046923,Household,1,41.80569621,-87.60061892
2046924,Household,3,41.80960505,-87.60004774
2046925,Household,2,41.80758922,-87.6001692
2046926,Household,1,41.80532818,-87.5979539
2046927,Household,2,41.80321826,-87.60175859
2046928,Household,1,41.8022836,-87.59784555
2046929,Household,2,41.80883404,-87.60070433
2046930,Household,1,41.80897309,-87.59872124
2046931,Household,1,41.80342691,-87.59809343
2046932,Household,1,41.80774938,-87.59760089
2046933,Household,1,41.80393439,-87.60073269
2046934,Household,1,41.80396293,-87.59876082
2046935,Household,3,41.80911031,-87.60187246
2046936,Household,2,41.80926496,-87.5990878
2046937,Household,1,41.80786474,-87.59951139
2046938,Household,4,41.80846258,-87.60099198
2046940,Household,3,41.80566102,-87.59747463
2046941,Household,3,41.80366292,-87.60165576
2046942,Household,1,41.80889347,-87.59698239
2046943,Household,2,41.80605731,-87.60176282
2046944,Household,1,41.80320427,-87.60110701
2046945,Household,1,41.80901776,-87.59867786
2046946,Household,1,41.80862009,-87.60136751
2046947,Household,8,41.80371686,-87.59767041
2046948,Household,2,41.80306059,-87.59750104
2046949,Household,1,41.80286827,-87.5997173
2046950,Household,1,41.80831508,-87.60046781
2046952,Household,1,41.8065537,-87.59694902
2046953,Household,5,41.80707342,-87.60187571
2046954,Household,1,41.8031481,-87.60059211
2046955,Household,2,41.80890626,-87.59951487
2046956,Household,2,41.80814212,-87.60004586
2046957,Household,2,41.8038873,-87.59751271
2046958,Household,4,41.80767552,-87.59759111
2046959,Household,2,41.80766241,-87.60039542
2046960,Household,2,41.8082649,-87.60005609
2046961,Household,1,41.80442046,-87.59851018
2046962,Household,4,41.80921368,-87.59960116
2046963,Household,3,41.8028445,-87.59904414
2046964,Household,1,41.80365451,-87.59807148
2046965,Household,1,41.80568547,-87.59971665
2046966,Household,4,41.80770204,-87.59745135
2046967,Household,1,41.80761287,-87.60193565
2046968,Household,3,41.80707205,-87.59780644
2046969,Household,4,41.8026904,-87.60098679
2046970,Household,2,41.80500309,-87.60069437
2046971,Household,2,41.80891686,-87.59970871
2046972,Household,1,41.8087439,-87.59689841
2046973,Household,1,41.80338567,-87.59883049
2046974,Household,2,41.80289942,-87.59707153
2046975,Household,3,41.80364543,-87.59930794
2046976,Household,2,41.80337897,-87.59862124
2046977,Household,2,41.80581094,-87.60061709
2046978,Household,4,41.80228975,-87.59772168
2046979,Household,2,41.80791063,-87.59847169
2046980,Household,2,41.80850124,-87.60190631
2046981,Household,2,41.80912605,-87.59912422
2046982,Household,2,41.80271447,-87.60090092
2046983,Household,2,41.80853592,-87.59819722
2046984,Household,4,41.80777318,-87.59737248
2046985,Household,3,41.80855767,-87.59889079
2046986,Household,1,41.80953825,-87.60171828
2046987,Household,4,41.80344849,-87.60116498
2046988,Household,3,41.80805847,-87.60193091
2046989,Household,1,41.80560472,-87.60037118
2046990,Household,1,41.80291412,-87.59719252
2046991,Household,1,41.80293408,-87.60140122
2046992,Household,2,41.8074814,-87.5978908
2046993,Household,1,41.80902682,-87.59768004
2046994,Household,1,41.80356768,-87.5975172
2046995,Household,1,41.80880245,-87.60053057
2046997,Household,4,41.80842762,-87.59823247
2046998,Household,1,41.80802574,-87.59874392
2046999,Household,2,41.80396281,-87.60031878
2047000,Household,2,41.80292012,-87.59913948
2047001,Household,2,41.80844105,-87.59982461
2047002,Household,2,41.80796342,-87.59842336
2047003,Household,1,41.80899415,-87.59913313
2047004,Household,2,41.80821234,-87.59774712
2047005,Household,3,41.80806897,-87.59700316
2047006,Household,3,41.80407198,-87.59749347
2047007,Household,2,41.80363128,-87.59802972
2047008,Household,1,41.80865121,-87.60014248
2047009,Household,2,41.80373521,-87.59833706
2047010,Household,2,41.80693387,-87.59977325
2047011,Household,1,41.80366664,-87.59883239
2047012,Household,1,41.80364206,-87.59787003
2047013,Household,2,41.8033187,-87.59806794
2047014,Household,1,41.80904021,-87.5977959
2047015,Household,1,41.80729032,-87.5976717
2047016,Household,1,41.80360127,-87.5975408
2047017,Household,4,41.80750854,-87.59694902
2047018,Household,1,41.80831835,-87.59833988
2047019,Household,2,41.80399071,-87.59719762
2047020,Household,1,41.80222774,-87.60105274
2047021,Household,1,41.80879357,-87.59868145
2047022,Household,1,41.8089063,-87.59935269
2047023,Household,1,41.80358329,-87.60045775
2047024,Household,2,41.80842607,-87.5989419
2047025,Household,1,41.80680064,-87.60175705
2047026,Household,1,41.80244244,-87.59695698
2047027,Household,2,41.80801074,-87.59879777
2047028,Household,2,41.80866159,-87.59690298
2047029,Household,12,41.80255953,-87.60008366
2047030,Household,4,41.80953605,-87.59820916
2047031,Household,5,41.80883118,-87.60014865
2047032,Household,1,41.80812517,-87.59751186
2047033,Household,2,41.80906749,-87.59837139
2047036,Household,3,41.80859248,-87.59934422
2047037,Household,14,41.80784939,-87.60117868
2047038,Household,1,41.80766802,-87.60043566
2047039,Household,1,41.80445112,-87.6011566
2047040,Household,2,41.80772418,-87.59723314
2047041,Household,1,41.80963299,-87.59753015
2047042,Household,1,41.80828956,-87.59871662
2047043,Household,1,41.80227595,-87.5979998
2047044,Household,3,41.80271263,-87.60176389
2047045,Household,1,41.8052257,-87.59846302
2047046,Household,2,41.80565472,-87.59837268
2047047,Household,1,41.80917945,-87.59735173
2047048,Household,2,41.80953302,-87.60184897
2047049,Household,1,41.80960142,-87.60013862
2047050,Household,1,41.80353623,-87.59782519
2047051,Household,1,41.80936237,-87.59900225
2047052,Household,1,41.80275519,-87.59725926
2047053,Household,1,41.80401654,-87.60122462
2047054,Household,4,41.80799837,-87.59904225
2047055,Household,2,41.80740545,-87.60053931
2047056,Household,2,41.8071103,-87.6008083
2047057,Household,9,41.80518213,-87.59819052
2047058,Household,3,41.80683167,-87.60154293
2047059,Household,1,41.80953766,-87.60173301
2047060,Household,1,41.80837641,-87.59855003
2047061,Household,1,41.80225826,-87.59837898
2047062,Household,2,41.80411766,-87.59849224
2047063,Household,1,41.80766485,-87.59781175
2047064,Household,1,41.80824166,-87.60030862
2047065,Household,2,41.802224,-87.60152304
2047066,Household,2,41.802242,-87.59941978
2047068,Household,1,41.80361773,-87.6015062
2047069,Household,2,41.80297162,-87.60138075
2047070,Household,2,41.80374162,-87.59880234
2047071,Household,1,41.8089622,-87.60025283
2047072,Household,1,41.80722465,-87.60080595
2047073,Household,1,41.80913335,-87.59696374
2047074,Household,1,41.80759133,-87.59747876
2047075,Household,3,41.8026907,-87.5971521
2047076,Household,3,41.80366872,-87.59801321
2047077,Household,2,41.80907656,-87.60031515
2047078,Household,3,41.80864898,-87.5993695
2047079,Household,1,41.80290432,-87.59949291
2047080,Household,3,41.80843479,-87.5989846
2047081,Household,1,41.80725536,-87.59989723
2047082,Household,4,41.80315195,-87.60083701
2047083,Household,2,41.80876269,-87.60093157
2047084,Household,2,41.80896527,-87.59765962
2047085,Household,2,41.80906188,-87.59867792
2047086,Household,1,41.80558204,-87.59804357
2047087,Household,2,41.80879767,-87.60017604
2047088,Household,3,41.80903849,-87.60187645
2047089,Household,2,41.80887282,-87.59989661
2047090,Household,2,41.80821441,-87.59754227
2047091,Household,1,41.80231311,-87.59826564
2047092,Household,2,41.80264504,-87.59869824
2047093,Household,1,41.80838904,-87.59692772
2047094,Household,1,41.80947703,-87.59685767
2047095,Household,1,41.807976,-87.60180529
2047096,Household,4,41.80750181,-87.60095763
2047097,Household,1,41.80793943,-87.59843527
2047098,Household,1,41.80231206,-87.60073454
2047099,Household,4,41.80867519,-87.60136709
2047100,Household,2,41.80343753,-87.60115324
2047101,Household,1,41.80856666,-87.59992375
2047102,Household,2,41.80339093,-87.59727032
2047103,Household,1,41.80754369,-87.60019205
2047104,Household,1,41.80394715,-87.59878903
2047105,Household,4,41.80552093,-87.59997049
2047106,Household,2,41.80858175,-87.60063953
2047107,Household,4,41.80672004,-87.59908228
2047108,Household,1,41.80224334,-87.59914207
2047109,Household,1,41.80381728,-87.60153818
2047110,Household,2,41.80906569,-87.59991661
2047111,Household,2,41.80328255,-87.59767262
2047112,Household,2,41.80576582,-87.60133382
2047113,Household,1,41.80900538,-87.60149989
2047114,Household,2,41.80914547,-87.59981307
2047115,Household,2,41.80691018,-87.60069528
2047116,Household,2,41.80273132,-87.59843235
2047117,Household,1,41.80422261,-87.59861367
2047118,Household,3,41.80374686,-87.60133553
2047119,Household,4,41.80224386,-87.5991157
2047120,Household,12,41.80651105,-87.59957307
2047121,Household,1,41.80354944,-87.60058538
2047122,Household,2,41.80452089,-87.5986966
2047123,Household,2,41.80283863,-87.60176257
2047124,Household,2,41.80370263,-87.59831122
2047125,Household,2,41.80325564,-87.59705852
2047126,Household,1,41.80898764,-87.59768079
2047127,Household,2,41.80809161,-87.59693465
2047128,Household,2,41.80862928,-87.59944354
2047129,Household,1,41.80746867,-87.59937525
2047130,Household,2,41.80876376,-87.59799705
2047131,Household,4,41.80867207,-87.59802047
2047132,Household,1,41.80280116,-87.59736487
2047133,Household,4,41.80896073,-87.59799068
2047134,Household,2,41.80705906,-87.5993644
2047135,Household,1,41.80899977,-87.59858291
2047136,Household,1,41.80916664,-87.5991637
2047137,Household,1,41.8086968,-87.60098103
2047138,Household,1,41.80924162,-87.60186517
2047139,Household,4,41.80892797,-87.60140196
2047140,Household,1,41.80261755,-87.59766624
2047141,Household,2,41.80912681,-87.59818597
2047142,Household,2,41.80786478,-87.60013782
2047143,Household,1,41.8035629,-87.59735508
2047144,Household,1,41.80728491,-87.6009769
2047145,Household,2,41.80852588,-87.60105271
2047146,Household,4,41.80399761,-87.59693548
2047147,Household,1,41.80243755,-87.59799662
2047148,Household,1,41.8066062,-87.59755339
2047149,Household,1,41.80224107,-87.59983552
2047150,Household,2,41.80789136,-87.59750487
2047151,Household,2,41.80868758,-87.60154264
2047152,Household,1,41.80821853,-87.60013646
2047153,Household,4,41.80799523,-87.59831919
2047154,Household,3,41.80723892,-87.60100116
2047155,Household,2,41.80822282,-87.60010869
2047156,Household,2,41.80628239,-87.60079886
2047157,Household,2,41.80864148,-87.59832815
2047158,Household,1,41.80863709,-87.59869311
2047159,Household,4,41.80871859,-87.5978501
2047160,Household,1,41.80225673,-87.59845729
2047161,Household,5,41.80259729,-87.60052455
2047162,Household,1,41.80891043,-87.60148058
2047163,Household,1,41.80810012,-87.59815921
2047164,Household,1,41.80881488,-87.59804827
2047165,Household,1,41.80232558,-87.59699917
2047166,Household,1,41.80908056,-87.60173718
2047167,Household,3,41.80802285,-87.59975874
2047168,Household,2,41.80874841,-87.59917129
2047169,Household,2,41.80827616,-87.59996694
2047170,Household,2,41.80358671,-87.59755568
2047171,Household,4,41.80357771,-87.59879421
2047172,Household,2,41.8075468,-87.59944023
2047173,Household,2,41.80386531,-87.59692225
2047174,Household,1,41.80363023,-87.60123346
2047175,Household,4,41.80399647,-87.5973939
2047176,Household,2,41.80294598,-87.59691304
2047177,Household,1,41.80223371,-87.60050765
2047178,Household,3,41.80815791,-87.59752859
2047179,Household,1,41.80230059,-87.59750302
2047180,Household,1,41.80813915,-87.60051413
2047181,Household,2,41.80785186,-87.59892394
2047182,Household,1,41.80441535,-87.59881161
2047183,Household,4,41.80233052,-87.59689951
2047184,Household,1,41.80222749,-87.60107598
2047185,Household,1,41.80250556,-87.59705882
2047186,Household,2,41.80441739,-87.5999268
2047187,Household,3,41.80792465,-87.59840326
2047188,Household,2,41.80319015,-87.59810332
2047189,Household,2,41.80252119,-87.59978002
2047190,Household,1,41.80728681,-87.59905366
2047191,Household,2,41.80856012,-87.59859729
2047192,Household,2,41.80858335,-87.60181771
2047193,Household,1,41.80852769,-87.59830054
2047194,Household,3,41.80889488,-87.60050797
2047195,Household,4,41.80351465,-87.60102848
2047196,Household,4,41.80666086,-87.60082666
2047197,Household,1,41.80750788,-87.60192399
2047198,Household,1,41.80317309,-87.59762586
2047199,Household,3,41.80779025,-87.60110902
2047200,Household,1,41.80800793,-87.59756168
2047201,Household,2,41.80860111,-87.59802578
2047202,Household,2,41.80814347,-87.60015234
2047203,Household,1,41.80909019,-87.59688259
2047204,Household,1,41.80299763,-87.60156531
2047205,Household,4,41.80564982,-87.59907061
2047206,Household,2,41.80729133,-87.59991033
2047207,Household,3,41.8094339,-87.60122255
2047208,Household,1,41.80581038,-87.59895852
2047209,Household,1,41.80770019,-87.60024539
2047210,Household,2,41.80903058,-87.59735987
2047211,Household,3,41.80806368,-87.59993053
2047212,Household,3,41.8084796,-87.59863072
2047213,Household,1,41.80368436,-87.60128664
2047214,Household,2,41.80229637,-87.5975882
2047215,Household,2,41.80860574,-87.60180265
2047216,Household,1,41.80807736,-87.59972459
2047217,Household,2,41.80782285,-87.59694902
2047218,Household,1,41.80832683,-87.59855936
2047219,Household,3,41.80288729,-87.596849
2047220,Household,1,41.80753528,-87.60039424
2047221,Household,2,41.80877834,-87.60157877
2047222,Household,1,41.80842637,-87.59723479
2047223,Household,3,41.80737594,-87.60190933
2047224,Household,4,41.80713584,-87.5992216
2047225,Household,1,41.80319995,-87.60169723
2047226,Household,3,41.80855913,-87.60137377
2047227,Household,2,41.80310448,-87.59879273
2047228,Household,1,41.80222952,-87.60089039
2047229,Household,1,41.80808823,-87.59803463
2047230,Household,7,41.80388007,-87.59829596
2047231,Household,3,41.8084054,-87.60027099
2047232,Household,4,41.80295342,-87.5992399
2047233,Household,1,41.8088674,-87.5986294
2047234,Household,1,41.8083901,-87.59943127
2047235,Household,2,41.8070015,-87.60017325
2047236,Household,2,41.80826513,-87.60023479
2047237,Household,3,41.80409752,-87.59694547
2047238,Household,5,41.80343847,-87.5974394
2047239,Household,1,41.80292984,-87.59760584
2047240,Household,2,41.80832045,-87.59901379
2047241,Household,4,41.80279038,-87.59950522
2047242,Household,1,41.80289538,-87.5987252
2047243,Household,1,41.80891613,-87.59917432
2047244,Household,4,41.80253773,-87.60001967
2047245,Household,1,41.80905856,-87.59844113
2047246,Household,1,41.8077348,-87.59856679
2047247,Household,1,41.80225144,-87.59872778
2047248,Household,1,41.80757661,-87.59694902
2047249,Household,2,41.80800668,-87.60089981
2047250,Household,2,41.80395494,-87.60037423
2047251,Household,2,41.8086263,-87.59903823
2047252,Household,4,41.80251255,-87.59742991
2047253,Household,1,41.80884855,-87.59909894
