person_id,hh_id,relate,sex,age,school_id,work_id,gq_id
5471472,2046472,8,2,17,1.70993E+11,,
5471473,2046472,8,1,12,1.70993E+11,,
5471474,2046473,1,2,25,,1.70314E+15,
5471475,2046474,1,2,42,,1.70311E+15,
5471476,2046474,3,2,20,,,
5471477,2046474,3,1,15,1.70993E+11,,
5471478,2046474,19,1,35,,,
5471479,2046475,1,2,65,,,
5471480,2046476,1,2,53,,,
5471481,2046477,1,1,64,,,
5471482,2046478,1,2,62,,,
5471483,2046479,1,2,42,,1.70313E+15,
5471484,2046480,1,1,69,,,
5471485,2046480,2,2,55,,,
5471486,2046481,1,2,25,,,
5471487,2046482,1,2,65,,,
5471488,2046482,3,1,39,,1.70311E+15,
5471489,2046483,1,2,68,,,
5471490,2046483,8,2,17,1.70993E+11,1.70313E+15,
5471491,2046483,8,1,12,1.70993E+11,,
5471492,2046484,1,2,65,,,
5471493,2046485,1,1,57,,,
5471494,2046485,2,2,63,,,
5471495,2046486,1,2,47,,,
5471496,2046486,3,1,29,,1.70315E+15,
5471497,2046486,6,1,57,,,
5471498,2046487,1,2,36,,1.70315E+15,
5471499,2046487,3,2,17,1.70993E+11,,
5471500,2046487,3,1,13,1.70993E+11,,
5471501,2046488,1,1,51,,1.70315E+15,
5471502,2046489,1,2,19,,,
5471503,2046490,1,2,58,,,
5471504,2046491,1,2,58,,1.70314E+15,
5471505,2046491,3,1,39,,,
5471506,2046491,6,2,60,,,
5471507,2046492,1,1,60,,,
5471508,2046493,1,2,55,,,
5471509,2046494,1,2,68,,,
5471510,2046495,1,1,43,,,
5471511,2046496,1,2,81,,,
5471512,2046497,1,2,56,,,
5471513,2046497,8,1,13,1.70993E+11,,
5471514,2046497,19,1,58,,,
5471515,2046498,1,2,71,,,
5471516,2046498,17,1,56,,,
5471517,2046499,1,2,65,,,
5471518,2046500,1,1,57,,,
5471519,2046501,1,2,82,,,
5471520,2046501,8,1,30,,,
5471521,2046501,3,2,50,,1.70315E+15,
5471522,2046501,3,2,50,,,
5471523,2046502,1,2,79,,,
5471524,2046502,3,2,61,,1.70313E+15,
5471525,2046503,1,2,68,,,
5471526,2046504,1,1,47,,,
5471527,2046505,1,2,44,,1.70314E+15,
5471528,2046506,1,2,59,,,
5471529,2046507,1,2,41,,,
5471530,2046508,1,1,85,,,
5471531,2046508,2,2,67,,,
5471532,2046508,8,1,27,,,
5471533,2046508,8,1,9,,,
5471534,2046509,1,1,40,,,
5471535,2046509,2,2,35,,1.70313E+15,
5471536,2046509,3,1,8,1.70993E+11,,
5471537,2046509,3,2,6,1.70993E+11,,
5471538,2046510,1,2,65,,,
5471539,2046511,1,2,49,,1.70315E+15,
5471540,2046512,1,2,34,,1.70313E+15,
5471541,2046513,1,1,47,,1.70318E+15,
5471542,2046514,1,1,76,,,
5471543,2046514,2,2,65,,,
5471544,2046515,1,2,36,,,
5471545,2046515,3,2,17,1.70993E+11,,
5471546,2046515,3,1,13,1.70993E+11,,
5471547,2046516,1,2,45,,,
5471548,2046516,3,2,15,1.70993E+11,,
5471549,2046517,1,1,79,,,
5471550,2046518,1,2,29,,1.70314E+15,
5471551,2046519,1,2,81,,,
5471552,2046520,1,2,81,,,
5471553,2046521,1,2,55,,,
5471554,2046521,3,1,27,,,
5471555,2046522,1,2,63,,,
5471556,2046523,1,1,60,,,
5471557,2046524,1,2,83,,,
5471558,2046524,8,1,27,,1.70438E+15,
5471559,2046524,3,1,46,,,
5471560,2046525,1,2,81,,,
5471561,2046526,1,2,55,,,
5471562,2046527,1,1,63,,,
5471563,2046527,2,2,58,,,
5471564,2046527,5,1,13,,,
5471565,2046528,1,2,81,,,
5471566,2046529,1,2,68,,,
5471567,2046530,1,1,64,,,
5471568,2046531,1,2,23,,1.70318E+15,
5471569,2046532,1,1,85,,,
5471570,2046532,2,2,67,,,
5471571,2046532,8,1,27,,,
5471572,2046532,8,1,9,,,
5471573,2046533,1,2,56,,,
5471574,2046534,1,2,22,,,
5471575,2046534,3,1,6,1.70993E+11,,
5471576,2046534,19,1,21,,1.70314E+15,
5471577,2046535,1,1,79,,,
5471578,2046536,1,2,68,,,
5471579,2046536,8,2,17,1.70993E+11,,
5471580,2046536,8,1,12,1.70993E+11,,
5471581,2046537,1,2,55,,,
5471582,2046537,3,1,27,,1.70311E+15,
5471583,2046538,1,1,57,,,
5471584,2046539,1,1,57,,,
5471585,2046540,1,1,75,,,
5471586,2046541,1,2,51,,,
5471587,2046542,1,1,85,,,
5471588,2046542,2,2,67,,,
5471589,2046542,8,1,27,,1.70314E+15,
5471590,2046542,8,1,9,,,
5471591,2046543,1,2,32,,,
5471592,2046544,1,2,85,,,
5471593,2046544,13,1,36,,,
5471594,2046545,1,2,27,,,
5471595,2046546,1,1,55,,,
5471596,2046547,1,2,81,,,
5471597,2046548,1,2,22,,1.70315E+15,
5471598,2046548,3,1,6,1.70993E+11,,
5471599,2046548,19,1,21,,1.70314E+15,
5471600,2046549,1,2,81,,,
5471601,2046550,1,2,65,,,
5471602,2046551,1,2,63,,,
5471603,2046552,1,2,85,,,
5471604,2046552,13,1,36,,1.70314E+15,
5471605,2046553,1,2,55,,,
5471606,2046553,3,1,33,,,
5471607,2046553,6,1,53,,,
5471608,2046554,1,2,80,,,
5471609,2046555,1,2,29,,1.70313E+15,
5471610,2046555,3,1,12,1.70993E+11,,
5471611,2046555,3,2,8,1.70993E+11,,
5471612,2046555,3,2,3,,,
5471613,2046556,1,2,49,,1.70314E+15,
5471614,2046557,1,2,27,,1.70315E+15,
5471615,2046558,1,2,72,,,
5471616,2046558,2,1,72,,,
5471617,2046558,3,2,29,,1.70318E+15,
5471618,2046559,1,2,65,,1.70313E+15,
5471619,2046560,1,2,65,,,
5471620,2046561,1,2,52,,1.70313E+15,
5471621,2046562,1,1,56,,,
5471622,2046563,1,1,55,,,
5471623,2046564,1,2,68,,,
5471624,2046565,1,1,77,,,
5471625,2046565,3,2,43,,,
5471626,2046565,5,1,42,,1.70317E+15,
5471627,2046565,21,2,76,,,
5471628,2046566,1,2,30,,1.70318E+15,
5471629,2046566,3,1,13,1.70993E+11,,
5471630,2046567,1,2,55,,1.70313E+15,
5471631,2046567,3,1,27,,,
5471632,2046568,1,2,40,,,
5471633,2046569,1,1,28,,,
5471634,2046570,1,1,79,,,
5471635,2046571,1,2,58,,,
5471636,2046572,1,2,40,,,
5471637,2046573,1,2,76,,,
5471638,2046574,1,2,63,,,
5471639,2046575,1,1,64,,,
5471640,2046576,1,2,85,,,
5471641,2046576,13,1,36,,1.70312E+15,
5471642,2046577,1,1,57,,,
5471643,2046577,2,2,63,,,
5471644,2046578,1,1,64,,,
5471645,2046579,1,2,77,,,
5471646,2046580,1,2,83,,,
5471647,2046580,8,1,27,,,
5471648,2046580,3,1,46,,1.70311E+15,
5471649,2046581,1,2,77,,,
5471650,2046581,19,1,62,,,
5471651,2046582,1,2,44,,,
5471652,2046583,1,1,81,,,
5471653,2046583,2,2,51,,,
5471654,2046584,1,1,52,,1.70314E+15,
5471655,2046585,1,2,83,,,
5471656,2046586,1,2,57,,1.70313E+15,
5471657,2046586,3,2,22,,,
5471658,2046586,3,2,18,,1.70313E+15,
5471659,2046587,1,1,48,,,
5471660,2046588,1,1,40,,,
5471661,2046589,1,1,79,,,
5471662,2046589,2,2,69,,,
5471663,2046590,1,1,60,,,
5471664,2046591,1,1,37,,1.70318E+15,
5471665,2046592,1,2,23,,1.70313E+15,
5471666,2046593,1,2,24,,1.70315E+15,
5471667,2046594,1,2,68,,,
5471668,2046594,8,2,17,1.70993E+11,,
5471669,2046594,8,1,12,1.70993E+11,,
5471670,2046595,1,2,68,,1.70313E+15,
5471671,2046596,1,2,76,,,
5471672,2046597,1,1,30,,,
5471673,2046597,6,1,32,,1.70315E+15,
5471674,2046597,11,2,28,,1.70314E+15,
5471675,2046598,1,2,44,,,
5471676,2046598,3,1,15,1.70993E+11,,
5471677,2046598,3,1,5,1.70993E+11,,
5471678,2046599,1,2,76,,,
5471679,2046600,1,2,65,,,
5471680,2046601,1,2,68,,,
5471681,2046602,1,2,80,,,
5471682,2046603,1,2,19,,,
5471683,2046603,3,1,0,,,
5471684,2046603,19,1,20,,,
5471685,2046604,1,2,68,,,
5471686,2046605,1,2,68,,,
5471687,2046606,1,2,68,,,
5471688,2046606,8,2,17,1.70993E+11,,
5471689,2046606,8,1,12,1.70993E+11,,
5471690,2046607,1,1,48,,,
5471691,2046607,5,2,19,,,
5471692,2046607,5,2,17,1.70993E+11,1.70313E+15,
5471693,2046607,21,2,49,,,
5471694,2046608,1,2,65,,,
5471695,2046609,1,1,57,,1.70318E+15,
5471696,2046609,2,2,63,,,
5471697,2046610,1,1,65,,,
5471698,2046611,1,2,81,,,
5471699,2046612,1,1,79,,,
5471700,2046613,1,1,57,,,
5471701,2046614,1,2,29,,1.70313E+15,
5471702,2046614,3,1,12,1.70993E+11,,
5471703,2046614,3,2,8,1.70993E+11,,
5471704,2046614,3,2,3,,,
5471705,2046615,1,2,49,,,
5471706,2046616,1,2,19,,,
5471707,2046617,1,2,65,,,
5471708,2046617,3,1,39,,1.70318E+15,
5471709,2046618,1,2,85,,,
5471710,2046618,13,1,36,,,
5471711,2046619,1,1,51,,,
5471712,2046620,1,2,51,,1.70313E+15,
5471713,2046621,1,2,82,,,
5471714,2046621,8,1,30,,1.70311E+15,
5471715,2046621,3,2,50,,1.70314E+15,
5471716,2046621,3,2,50,,1.70313E+15,
5471717,2046622,1,2,57,,1.70311E+15,
5471718,2046623,1,2,50,,,
5471719,2046623,3,1,22,,1.70312E+15,
5471720,2046623,3,2,28,,,
5471721,2046624,1,2,73,,,
5471722,2046624,3,2,47,,1.70311E+15,
5471723,2046625,1,2,81,,,
5471724,2046626,1,2,82,,,
5471725,2046626,8,1,30,,1.70314E+15,
5471726,2046626,3,2,50,,1.70311E+15,
5471727,2046626,3,2,50,,1.70311E+15,
5471728,2046627,1,2,38,,1.70317E+15,
5471729,2046627,3,1,18,,1.70313E+15,
5471730,2046627,3,1,16,1.70993E+11,,
5471731,2046628,1,2,65,,,
5471732,2046629,1,2,24,,,
5471733,2046630,1,2,19,,1.70313E+15,
5471734,2046631,1,2,29,,,
5471735,2046632,1,1,57,,,
5471736,2046633,1,2,85,,,
5471737,2046633,13,1,36,,,
5471738,2046634,1,2,68,,,
5471739,2046635,1,2,24,,1.70314E+15,
5471740,2046636,1,2,77,,,
5471741,2046636,19,1,62,,,
5471742,2046637,1,2,77,,,
5471743,2046637,19,1,62,,,
5471744,2046638,1,2,55,,,
5471745,2046639,1,2,76,,,
5471746,2046640,1,2,80,,,
5471747,2046641,1,2,81,,,
5471748,2046642,1,2,83,,,
5471749,2046643,1,2,68,,,
5471750,2046644,1,2,50,,,
5471751,2046644,3,1,24,,1.70311E+15,
5471752,2046645,1,2,43,,,
5471753,2046646,1,2,58,,,
5471754,2046646,3,1,39,,,
5471755,2046646,6,2,60,,,
5471756,2046647,1,2,22,,,
5471757,2046647,3,1,6,1.70993E+11,,
5471758,2046647,19,1,21,,,
5471759,2046648,1,2,65,,,
5471760,2046649,1,2,85,,,
5471761,2046649,13,1,36,,1.70315E+15,
5471762,2046650,1,2,32,,1.70311E+15,
5471763,2046651,1,2,77,,,
5471764,2046652,1,1,77,,,
5471765,2046652,3,2,43,,1.70313E+15,
5471766,2046652,5,1,42,,,
5471767,2046652,21,2,76,,,
5471768,2046653,1,2,54,,1.70313E+15,
5471769,2046653,19,1,75,,,
5471770,2046654,1,2,68,,,
5471771,2046655,1,2,38,,1.7031E+15,
5471772,2046655,3,1,18,,,
5471773,2046655,3,1,16,1.70993E+11,,
5471774,2046656,1,1,85,,,
5471775,2046656,2,2,67,,,
5471776,2046656,8,1,27,,,
5471777,2046656,8,1,9,,,
5471778,2046657,1,2,55,,,
5471779,2046657,3,1,27,,,
5471780,2046658,1,1,64,,,
5471781,2046659,1,1,57,,,
5471782,2046659,2,2,63,,,
5471783,2046660,1,2,81,,,
5471784,2046661,1,1,26,,1.70311E+15,
5471785,2046662,1,2,23,,1.70317E+15,
5471786,2046662,7,2,44,,,
5471787,2046663,1,2,55,,,
5471788,2046663,3,1,27,,,
5471789,2046664,1,2,44,,1.70311E+15,
5471790,2046664,3,2,18,,,
5471791,2046665,1,2,68,,,
5471792,2046666,1,1,39,,1.70311E+15,
5471793,2046667,1,1,64,,,
5471794,2046668,1,2,85,,,
5471795,2046668,13,1,36,,,
5471796,2046669,1,2,26,,,
5471798,2046669,3,1,2,,,
5471799,2046669,4,1,0,,,
5471800,2046670,1,2,49,,,
5471801,2046671,1,2,63,,,
5471802,2046672,1,2,85,,,
5471803,2046672,13,1,36,,,
5471804,2046673,1,1,26,,1.70313E+15,
5471805,2046674,1,1,79,,,
5471806,2046675,1,2,55,,,
5471807,2046676,1,2,77,,,
5471808,2046676,19,1,62,,,
5471809,2046677,1,2,51,,1.70313E+15,
5471810,2046678,1,2,57,,,
5471811,2046679,1,1,56,,1.70311E+15,
5471812,2046680,1,1,18,,,
5471813,2046681,1,1,47,,,
5471814,2046682,1,2,65,,,
5471815,2046683,1,2,85,,,
5471816,2046683,13,1,36,,,
5471817,2046684,1,1,81,,,
5471818,2046684,2,2,51,,,
5471819,2046685,1,2,40,,,
5471820,2046686,1,1,47,,1.70313E+15,
5471821,2046687,1,1,56,,,
5471822,2046688,1,2,53,,,
5471823,2046689,1,2,81,,,
5471824,2046690,1,2,68,,,
5471825,2046691,1,1,73,,,
5471826,2046691,2,2,71,,,
5471827,2046692,1,2,23,,,
5471828,2046693,1,1,79,,,
5471829,2046694,1,2,81,,,
5471830,2046695,1,1,37,,1.70317E+15,
5471831,2046695,2,2,35,,,
5471832,2046695,3,2,1,,,
5471833,2046696,1,2,81,,,
5471834,2046697,1,2,29,,1.70314E+15,
5471835,2046697,3,1,12,1.70993E+11,,
5471836,2046697,3,2,8,1.70993E+11,,
5471837,2046697,3,2,3,,,
5471838,2046698,1,2,56,,,
5471839,2046698,3,2,30,,,
5471840,2046699,1,1,75,,,
5471841,2046700,1,2,49,,,
5471842,2046701,1,2,85,,,
5471843,2046701,13,1,36,,,
5471844,2046702,1,1,26,,,
5471845,2046703,1,2,65,,,
5471846,2046704,1,2,83,,,
5471847,2046705,1,1,57,,,
5471848,2046706,1,2,81,,,
5471849,2046707,1,2,26,,,
5471851,2046707,3,1,2,,,
5471852,2046707,4,1,0,,,
5471853,2046708,1,2,81,,,
5471854,2046709,1,2,68,,,
5471855,2046710,1,2,82,,,
5471856,2046710,8,1,30,,1.70311E+15,
5471857,2046710,3,2,50,,,
5471858,2046710,3,2,50,,1.70313E+15,
5471859,2046711,1,2,24,,,
5471860,2046712,1,2,20,,,
5471861,2046712,2,1,26,,1.70311E+15,
5471862,2046712,3,1,0,,,
5471863,2046713,1,2,32,,,
5471864,2046714,1,2,29,,1.70314E+15,
5471865,2046715,1,2,65,,,
5471866,2046716,1,2,56,,,
5471867,2046717,1,1,55,,1.70313E+15,
5471868,2046718,1,2,76,,,
5471869,2046719,1,1,47,,1.70314E+15,
5471870,2046720,1,2,30,,,
5471871,2046720,3,1,3,,,
5471872,2046721,1,1,45,,,
5471873,2046722,1,1,39,,,
5471874,2046723,1,2,49,,,
5471875,2046723,6,2,37,,1.70314E+15,
5471876,2046724,1,1,26,,,
5471877,2046725,1,2,50,,1.70313E+15,
5471878,2046725,3,1,26,,,
5471879,2046725,3,1,31,,,
5471880,2046726,1,2,28,,1.70311E+15,
5471881,2046727,1,2,30,,,
5471882,2046727,3,2,19,,,
5471883,2046727,3,2,17,1.70993E+11,,
5471885,2046727,8,1,2,,,
5471886,2046728,1,2,40,,1.70314E+15,
5471887,2046728,3,1,16,1.70993E+11,1.70318E+15,
5471888,2046728,3,2,13,1.70993E+11,,
5471889,2046729,1,1,49,,1.70313E+15,
5471890,2046729,6,2,43,,1.70311E+15,
5471891,2046730,1,2,53,,1.70314E+15,
5471892,2046731,1,1,29,,1.70314E+15,
5471893,2046732,1,1,58,,1.7031E+15,
5471894,2046733,1,2,56,,,
5471895,2046734,1,1,58,,,
5471896,2046734,2,2,54,,1.70318E+15,
5471897,2046735,1,2,47,,1.70311E+15,
5471898,2046736,1,2,63,,1.70318E+15,
5471899,2046737,1,1,29,,,
5471900,2046738,1,1,29,,1.70313E+15,
5471901,2046739,1,2,59,,,
5471902,2046739,3,1,29,,,
5471903,2046740,1,2,53,,,
5471904,2046740,3,2,31,,,
5471905,2046740,21,1,40,,1.70313E+15,
5471906,2046740,21,1,23,,1.70314E+15,
5471907,2046741,1,1,54,,,
5471908,2046741,2,2,51,,1.70316E+15,
5471909,2046742,1,2,30,,,
5471910,2046743,1,1,31,,1.70314E+15,
5471911,2046743,2,2,30,,,
5471912,2046743,3,2,4,,,
5471913,2046744,1,2,52,,1.70313E+15,
5471914,2046744,3,2,24,,1.70314E+15,
5471915,2046745,1,2,48,,1.70313E+15,
5471916,2046745,3,2,24,,,
5471917,2046745,8,2,3,,,
5471918,2046746,1,1,53,,,
5471919,2046746,2,2,56,,1.70314E+15,
5471920,2046746,3,2,29,,1.70313E+15,
5471921,2046747,1,2,27,,,
5471922,2046748,1,2,29,,1.70313E+15,
5471923,2046749,1,2,68,,1.70314E+15,
5471924,2046750,1,2,30,,,
5471925,2046750,3,1,13,1.70993E+11,,
5471926,2046751,1,2,66,,,
5471927,2046751,3,1,35,,1.70313E+15,
5471928,2046752,1,1,58,,,
5471929,2046753,1,1,55,,,
5471930,2046753,2,2,52,,1.70314E+15,
5471931,2046754,1,2,57,,,
5471932,2046755,1,1,48,,,
5471933,2046755,19,2,48,,,
5471934,2046756,1,2,56,,,
5471935,2046757,1,2,27,,,
5471938,2046757,3,2,3,,,
5471939,2046758,1,1,51,,1.70313E+15,
5471940,2046758,2,2,49,,,
5471941,2046758,3,2,25,,,
5471942,2046758,8,2,5,1.70993E+11,,
5471943,2046759,1,2,32,,,
5471944,2046759,2,1,46,,1.70317E+15,
5471945,2046759,18,1,25,,1.70318E+15,
5471946,2046759,21,1,46,,,
5471947,2046760,1,2,50,,1.70314E+15,
5471948,2046760,3,1,26,,1.70313E+15,
5471949,2046760,3,1,31,,,
5471950,2046761,1,2,36,,1.70318E+15,
5471951,2046761,18,2,35,,,
5471952,2046762,1,2,25,,1.70313E+15,
5471953,2046763,1,1,49,,1.70313E+15,
5471954,2046764,1,1,49,,1.70314E+15,
5471955,2046764,2,2,45,,1.70313E+15,
5471958,2046765,1,1,26,,1.70313E+15,
5471959,2046765,6,1,21,,1.70313E+15,
5471960,2046766,1,2,49,,,
5471961,2046766,6,2,37,,1.70313E+15,
5471962,2046767,1,2,73,,1.70313E+15,
5471963,2046767,3,1,38,,1.70314E+15,
5471964,2046768,1,1,26,,1.70313E+15,
5471965,2046769,1,2,47,,1.70318E+15,
5471966,2046769,2,1,61,,,
5471967,2046769,3,1,20,,1.70314E+15,
5471968,2046769,13,2,17,1.70993E+11,1.70318E+15,
5471969,2046770,1,2,56,,1.70314E+15,
5471970,2046771,1,2,51,,1.70314E+15,
5471971,2046771,6,1,56,,,
5471972,2046772,1,2,72,,,
5471973,2046772,2,1,72,,,
5471974,2046772,3,2,29,,,
5471975,2046773,1,1,38,,1.70314E+15,
5471976,2046773,2,2,31,,1.70315E+15,
5471978,2046773,3,2,2,,,
5471979,2046774,1,1,65,,1.70315E+15,
5471980,2046774,2,2,58,,1.70313E+15,
5471981,2046775,1,2,58,,1.70313E+15,
5471982,2046775,3,2,20,,,
5471983,2046775,3,1,38,,1.70313E+15,
5471984,2046776,1,2,34,,,
5471985,2046777,1,1,45,,1.70316E+15,
5471986,2046778,1,2,76,,,
5471987,2046778,2,1,67,,1.70314E+15,
5471988,2046779,1,2,50,,1.70313E+15,
5471989,2046780,1,2,40,,,
5471990,2046781,1,1,69,,,
5471991,2046781,2,2,70,,1.70311E+15,
5471992,2046781,3,2,41,,,
5471993,2046781,8,1,0,,,
5471994,2046782,1,2,29,,1.70313E+15,
5471995,2046783,1,2,56,,,
5471996,2046784,1,2,23,,,
5471997,2046785,1,2,46,,1.70313E+15,
5471998,2046785,3,1,21,,1.70313E+15,
5471999,2046785,19,1,53,,,
5472000,2046786,1,1,64,,1.70313E+15,
5472001,2046787,1,1,32,,1.70318E+15,
5472002,2046788,1,2,32,,1.70317E+15,
5472005,2046788,3,2,1,,,
5472006,2046789,1,2,35,,,
5472007,2046789,3,1,1,,,
5472008,2046790,1,2,30,,1.70313E+15,
5472009,2046791,1,2,30,,,
5472010,2046792,1,1,39,,1.70313E+15,
5472011,2046792,6,1,35,,,
5472012,2046793,1,1,76,,,
5472013,2046793,2,2,65,,,
5472014,2046794,1,2,68,,1.70318E+15,
5472015,2046794,2,1,76,,,
5472016,2046795,1,2,35,,,
5472017,2046795,3,1,1,,,
5472018,2046796,1,2,50,,1.70314E+15,
5472019,2046796,3,2,27,,,
5472020,2046796,3,1,29,,1.70313E+15,
5472021,2046796,8,2,5,,,
5472022,2046797,1,1,47,,1.70314E+15,
5472023,2046798,1,2,58,,1.70314E+15,
5472024,2046799,1,2,56,,,
5472025,2046800,1,1,36,,1.70313E+15,
5472027,2046801,1,2,40,,,
5472028,2046801,2,1,40,,1.70314E+15,
5472029,2046802,1,2,51,,1.70314E+15,
5472030,2046802,3,2,15,1.70993E+11,,
5472031,2046803,1,2,47,,1.70313E+15,
5472033,2046804,1,2,83,,,
5472034,2046805,1,1,58,,,
5472035,2046805,2,2,38,,1.70313E+15,
5472036,2046805,3,1,5,1.70993E+11,,
5472037,2046805,6,2,65,,,
5472038,2046806,1,2,54,,,
5472039,2046806,3,1,37,,1.70313E+15,
5472040,2046807,1,1,34,,1.70313E+15,
5472041,2046808,1,1,65,,,
5472042,2046809,1,2,26,,1.70314E+15,
5472043,2046810,1,1,49,,,
5472044,2046811,1,1,31,,1.70318E+15,
5472045,2046811,2,2,30,,1.70313E+15,
5472047,2046811,3,2,1,,,
5472048,2046812,1,2,27,,,
5472049,2046812,3,1,5,,,
5472050,2046812,3,2,7,1.70993E+11,,
5472051,2046812,3,2,9,1.70993E+11,,
5472052,2046812,3,1,10,1.70993E+11,,
5472053,2046812,3,2,7,1.70993E+11,,
5472054,2046812,3,1,4,1.70993E+11,,
5472055,2046812,17,1,23,,,
5472056,2046813,1,2,65,,,
5472057,2046814,1,1,49,,1.70313E+15,
5472058,2046814,2,2,48,,1.70314E+15,
5472059,2046814,6,1,51,,,
5472060,2046815,1,1,79,,,
5472061,2046816,1,2,23,,1.70313E+15,
5472062,2046817,1,1,59,,,
5472063,2046817,3,1,23,,,
5472064,2046818,1,1,29,,,
5472065,2046819,1,1,27,,,
5472066,2046820,1,2,68,,,
5472067,2046821,1,2,47,,1.70311E+15,
5472069,2046822,1,2,24,,,
5472070,2046823,1,1,26,,,
5472071,2046824,1,2,83,,,
5472072,2046824,8,1,27,,,
5472073,2046824,3,1,46,,1.70314E+15,
5472074,2046825,1,1,22,,,
5472075,2046826,1,1,60,,1.70314E+15,
5472076,2046826,17,2,50,,,
5472077,2046827,1,1,38,,1.70438E+15,
5472078,2046828,1,1,31,,1.70311E+15,
5472081,2046830,1,2,63,,,
5472082,2046831,1,2,22,,,
5472083,2046831,19,1,25,,1.70318E+15,
5472084,2046832,1,1,65,,,
5472085,2046832,2,2,58,,1.70311E+15,
5472086,2046833,1,2,66,,,
5472087,2046834,1,1,52,,1.70317E+15,
5472088,2046835,1,2,66,,,
5472089,2046835,3,1,35,,1.70314E+15,
5472090,2046836,1,2,41,,1.70311E+15,
5472091,2046837,1,2,56,,1.70314E+15,
5472092,2046838,1,2,32,,,
5472093,2046838,2,1,46,,1.70313E+15,
5472094,2046838,18,1,25,,1.70313E+15,
5472095,2046838,21,1,46,,1.70313E+15,
5472096,2046839,1,2,50,,,
5472097,2046839,3,1,24,,,
5472098,2046840,1,1,49,,,
5472099,2046840,19,1,57,,,
5472100,2046841,1,1,49,,1.70313E+15,
5472101,2046841,2,2,44,,,
5472102,2046841,3,2,17,1.70993E+11,1.70314E+15,
5472103,2046841,3,1,16,1.70993E+11,,
5472104,2046842,1,2,58,,1.70311E+15,
5472105,2046842,3,1,39,,1.70313E+15,
5472106,2046842,6,2,60,,,
5472107,2046843,1,1,51,,1.70317E+15,
5472108,2046843,2,2,49,,,
5472109,2046843,3,2,25,,,
5472111,2046844,1,2,78,,,
5472112,2046844,3,2,39,,1.70316E+15,
5472113,2046844,6,2,72,,,
5472114,2046844,8,1,19,,1.70313E+15,
5472115,2046844,3,2,47,,,
5472116,2046845,1,2,73,,1.70313E+15,
5472117,2046846,1,2,71,,,
5472118,2046846,17,1,56,,1.70314E+15,
5472119,2046847,1,2,55,,,
5472120,2046848,1,2,59,,,
5472121,2046848,3,1,25,,1.70313E+15,
5472122,2046849,1,2,48,,1.70314E+15,
5472123,2046850,1,2,29,,,
5472124,2046850,7,2,55,,1.70313E+15,
5472125,2046851,1,2,52,,1.70318E+15,
5472126,2046851,7,2,78,,,
5472127,2046852,1,1,48,,,
5472128,2046852,2,2,44,,1.70438E+15,
5472129,2046853,1,2,66,,,
5472130,2046854,1,1,34,,1.70314E+15,
5472131,2046854,6,2,36,,1.70311E+15,
5472132,2046855,1,2,35,,1.70313E+15,
5472135,2046856,1,1,48,,1.70311E+15,
5472136,2046856,19,2,48,,1.70311E+15,
5472137,2046857,1,2,51,,1.70314E+15,
5472138,2046857,2,1,53,,1.70315E+15,
5472139,2046858,1,1,76,,,
5472140,2046858,2,2,65,,,
5472141,2046859,1,2,33,,,
5472142,2046859,3,2,2,,,
5472143,2046859,3,2,7,1.70993E+11,,
5472144,2046859,3,2,11,1.70993E+11,,
5472145,2046860,1,1,26,,,
5472146,2046860,6,1,21,,1.70314E+15,
5472148,2046862,1,2,32,,1.70315E+15,
5472149,2046863,1,2,73,,,
5472150,2046863,8,2,30,,1.70313E+15,
5472151,2046864,1,1,48,,1.70314E+15,
5472152,2046864,2,2,50,,1.70313E+15,
5472153,2046864,3,1,27,,1.70313E+15,
5472154,2046865,1,1,56,,,
5472155,2046866,1,1,61,,1.70314E+15,
5472156,2046867,1,2,26,,1.70311E+15,
5472157,2046868,1,2,53,,1.70315E+15,
5472158,2046868,3,1,37,,1.70314E+15,
5472159,2046869,1,2,66,,1.70316E+15,
5472160,2046870,1,2,38,,1.70313E+15,
5472161,2046870,3,1,14,1.70993E+11,,
5472162,2046871,1,2,50,,1.70318E+15,
5472163,2046872,1,1,23,,1.70438E+15,
5472164,2046872,18,1,24,,,
5472165,2046873,1,2,61,,,
5472166,2046873,8,1,13,1.70993E+11,,
5472167,2046874,1,2,28,,1.70314E+15,
5472168,2046874,3,2,4,1.70993E+11,,
5472169,2046875,1,2,33,,,
5472170,2046876,1,1,43,,,
5472171,2046876,19,2,47,,,
5472172,2046876,21,2,25,,1.70313E+15,
5472173,2046877,1,2,51,,1.70313E+15,
5472174,2046877,2,1,53,,1.70311E+15,
5472175,2046878,1,2,50,,,
5472176,2046878,20,1,12,1.70993E+11,,
5472177,2046878,20,1,12,1.70993E+11,,
5472179,2046879,1,2,33,,1.70314E+15,
5472180,2046879,3,2,2,,,
5472181,2046879,3,2,7,1.70993E+11,,
5472182,2046879,3,2,11,1.70993E+11,,
5472183,2046880,1,1,56,,,
5472184,2046881,1,2,83,,,
5472185,2046881,21,2,75,,,
5472186,2046881,18,1,81,,,
5472187,2046881,21,2,29,,,
5472188,2046882,1,1,34,,,
5472189,2046882,2,2,31,,,
5472190,2046882,3,1,1,,,
5472191,2046883,1,2,29,,,
5472192,2046884,1,2,29,,,
5472193,2046884,19,1,28,,,
5472194,2046885,1,1,48,,1.70314E+15,
5472196,2046886,1,2,35,,,
5472197,2046887,1,2,24,,1.70313E+15,
