person_id,hh_id,relate,sex,age,gq_id,school_id,work_id,tucaseid_weekend,tucaseid_weekday,infected
"5513183","2066225",1,1,48,"","","1703132050002518","20070807072058","20061110061749",0
"5469471","2045527",1,2,59,"","","","20051110050648","20040908040062",0
"5470306","2045829",8,1,2,"","","","6121-061-2002-2","6121-061-2002-1",0
"5460308","2041806",1,2,83,"","","","20041212041089","20050404050958",0
"5469609","2045581",13,1,20,"","","","20041111040078","20060112050864",0
"5510617","2064810",2,2,52,"","","1703144020000125","20070706071567","20070705072284",0
"5460275","2041790",1,1,40,"","","","20050504051727","20050403050014",0
"G170314103001C01_68","",,2,21,"G170314103001C01","","","20040806041095","20040806041095",0
"5453882","2039706",3,1,37,"","","","20050201052223","20050403051777",0
"5511254","2065182",18,1,21,"","","1703128300000037","20070112062274","20060112051927",0
"5503003","2060702",1,2,80,"","","","20040605041706","20070101071181",0
"5496758","2057599",18,1,23,"","","","20061211060934","20070101070861",0
"5505944","2062189",1,2,26,"","","1703108170000582","20030908033261","20031211032383",0
"G170314105001C01_28","",,1,22,"G170314105001C01","","","20040908040077","20040908040077",0
"5480845","2051637",1,1,45,"","","1703141080000173","20060504061262","20070503072281",0
"5504615","2061484",1,1,31,"","","174221004232","20060201061473","20040908040787",0
"5462829","2042775",8,2,17,"","170993000925","1703132020003143","20040302042438","20050504051269",0
"5496206","2057265",1,1,56,"","","","20040805041374","20031009033210",0
"5469617","2045584",19,2,47,"","","","20060505061801","20040212030920",0
"5460337","2041825",1,1,79,"","","","20060504061282","20051110052235",0
"5504169","2061266",2,1,42,"","","1703140040000015","20070403070819","20070605072459",0
"5483123","2052569",1,2,75,"","","","20070403071259","20051009051600",0
"5513782","2066568",1,2,22,"","","1703141110000038","20050707050135","20060112050048",0
"5513280","2066283",3,1,3,"","","","6370-040-1997-2","6370-040-1997-1",0
"5478039","2049977",3,1,11,"","170993000984","","1893-034-1997-2","1893-034-1997-1",0
"5485348","2053195",8,2,3,"","","","6738-182-1997-2","6738-182-1997-1",0
"5476138","2048772",1,1,25,"","","1703132020003320","20061110062476","20061110060621",0
"5482642","2052409",1,1,46,"","","","20070201071277","20061009062519",0
