person_id,hh_id,relate,sex,age,gq_id,school_id,work_id,tucaseid_weekend,tucaseid_weekday,infected
"5454316","2039893",1,1,75,"","","","20071110070836","20050403051372",0
"5454317","2039894",1,2,45,"","","","20050112042193","20050706051715",0
"5454318","2039894",3,2,23,"","","1703132050002381","20070112060043","20061110061242",0
"5454319","2039894",3,1,19,"","","1703168070000023","20060807061549","20060605062092",0
"5454320","2039894",3,2,16,"","170993000761","","20050908051700","20050605052329",0
"5454321","2039894",8,1,8,"","170993001014","","6615-033-1997-2","6615-033-1997-1",0
"5454322","2039894",13,1,6,"","170993001014","","5503-032-2002-2","5503-032-2002-1",0
"5454323","2039894",19,1,47,"","","","20050706050842","20050807051723",0
"5454324","2039895",1,2,75,"","","","20070403071259","20051009051600",0
"5454325","2039895",8,2,36,"","","","20050302051623","20030706030110",0
"5454326","2039895",8,2,7,"","170993001014","","6698-033-2002-2","6698-033-2002-1",0
"5454333","2039897",1,1,75,"","","","20041009041582","20050908051742",0
"5454334","2039897",2,2,73,"","","","20060605061182","20050504051057",0
"5454335","2039897",3,1,64,"","","","20040302042424","20040705042443",0
"5454336","2039898",1,2,45,"","","1703124170000014","20040112030022","20040403041051",0
"5454337","2039898",3,2,15,"","170993000761","","20050806052435","20050504051945",0
"5454338","2039899",1,2,49,"","","1703147010000045","20060201062276","20050201050829",0
"5454339","2039899",3,2,33,"","","","20050112042267","20050908050641",0
"5454340","2039899",3,1,26,"","","","20060807060705","20061110061092",0
"5454341","2039899",3,2,9,"","170993001014","","6205-182-1997-2","6205-182-1997-1",0
"5454342","2039899",8,2,11,"","170993001014","","6150-034-2002-2","6150-034-2002-1",0
"5454343","2039899",8,1,0,"","","","5299-050-1997-2","5299-050-1997-1",0
"5454344","2039900",1,2,58,"","","","20050908051348","20050504051910",0
"5454345","2039900",3,1,39,"","","1703107090000121","20050212041759","20060504061935",0
"5454346","2039900",6,2,60,"","","","20050707050930","20071009071280",0
"5454347","2039901",1,1,48,"","","","20070212061375","20050504050522",0
"5454348","2039901",2,2,45,"","","","20060907061389","20050504051633",0
"5454349","2039901",3,1,22,"","","1703128180000169","20071110070960","20060112052117",0
"5454350","2039902",1,2,45,"","","","20050403051353","20070112061839",0
"5454351","2039902",3,1,28,"","","","20041211041787","20050301051374",0
"5454352","2039903",1,2,59,"","","","20050908051348","20050504051910",0
"5454353","2039903",8,2,23,"","","","20060112050041","20050302051339",0
"5454354","2039903",11,1,1,"","","","6127-039-1997-2","6127-039-1997-1",0
"5454355","2039903",3,1,37,"","","","20050201052223","20050403051777",0
"5454356","2039904",1,2,55,"","","","20030807032300","20030112021385",0
"5454357","2039904",3,1,27,"","","10054259","20060112051831","20070112061640",0
"5454358","2039905",1,2,56,"","","","20060808061630","20071211071957",0
"5454359","2039905",8,1,13,"","170993001162","","6191-030-1997-2","6191-030-1997-1",0
"5454360","2039905",19,1,58,"","","1703132050002536","20050808052280","20060302062329",0
"5454365","2039907",1,1,43,"","","","20060112052087","20070403071547",0
"5454366","2039907",2,2,43,"","","","20060505061046","20060302060586",0
"5454367","2039907",3,2,13,"","170993001162","","5451-030-1997-2","5451-030-1997-1",0
"5454368","2039907",3,2,10,"","170993001014","","6066-030-2002-2","6066-030-2002-1",0
"5454369","2039908",1,2,59,"","","","20030212022355","20030908031843",0
"5454370","2039908",3,1,29,"","","","20040808040042","20061110062072",0
"5454371","2039909",1,1,47,"","","","20061211062116","20060807061727",0
"5454372","2039909",2,2,38,"","","","20030303032338","20061211061744",0
"5454373","2039909",3,1,0,"","","","5774-032-2002-2","5774-032-2002-1",0
"5454374","2039910",1,2,32,"","","","20040302042030","20050201052187",0
"5454375","2039911",1,2,33,"","","","20040504042284","20071110071794",0
"5454376","2039911",3,2,2,"","","","1332-181-1997-2","1332-181-1997-1",0
"5454377","2039911",3,2,7,"","170993001014","","5430-045-1997-2","5430-045-1997-1",0
"5454378","2039911",3,2,11,"","170993001014","","2601-034-1997-2","2601-034-1997-1",0
"5454379","2039912",1,2,50,"","","","20051110050648","20040908040062",0
"5454380","2039912",3,2,22,"","","","20060604061621","20060404061164",0
"5454381","2039913",1,2,50,"","","1703132050002410","20030212022355","20030908031843",0
"5454382","2039913",3,1,22,"","","","20050111040899","20041110041770",0
"5454383","2039913",3,2,28,"","","","20041211041703","20060807062011",0
"5454384","2039914",1,2,59,"","","","20030212022355","20030908031843",0
"5454385","2039914",3,1,29,"","","1704384570400142","20040808040042","20061110062072",0
"5454386","2039915",1,2,29,"","","","20041211041703","20060807062011",0
"5454387","2039915",19,1,27,"","","1703155020000047","20050706050517","20061210060029",0
"5454388","2039916",1,2,46,"","","","20070101071020","20060112051449",0
"5454389","2039917",1,2,23,"","","1703133010000281","20060201062158","20060908060085",0
"5454390","2039918",1,2,82,"","","","20041211041137","20031210030798",0
"5454391","2039918",8,1,30,"","","","20061211060095","20050302051029",0
"5454392","2039918",3,2,50,"","","1703128180000242","20060101062304","20050101050006",0
"5454393","2039918",3,2,50,"","","","20030503031738","20060807060768",0
"5454394","2039919",1,2,50,"","","","20050101051122","20050201051222",0
"5454395","2039919",3,1,12,"","170993000668","","6103-180-2002-2","6103-180-2002-1",0
"5454396","2039919",3,2,12,"","170993000668","","5706-040-2007-2","5706-040-2007-1",0
"5454397","2039920",1,2,48,"","","","20040112033100","20060807061731",0
"5454398","2039920",3,2,17,"","170993000761","","20050908051700","20050605052329",0
"5454399","2039920",3,2,9,"","170993001014","","6655-036-1997-2","6655-036-1997-1",0
"5454400","2039920",3,2,8,"","170993001014","","6051-185-2002-2","6051-185-2002-1",0
"5454401","2039920",4,2,6,"","170993001014","","5706-209-2002-2","5706-209-2002-1",0
"5454402","2039920",4,2,4,"","170993001014","","6418-176-1997-2","6418-176-1997-1",0
"5454403","2039921",1,2,37,"","","1703182170000082","20060302060611","20030504031987",0
"5454404","2039921",3,2,17,"","170993000761","","20040302042438","20050504051269",0
"5454405","2039921",3,2,12,"","170993000668","","5849-047-2007-2","5849-047-2007-1",0
"5454406","2039921",4,1,14,"","170993000761","","6368-033-1997-2","6368-033-1997-1",0
"5454407","2039921",15,1,62,"","","","20040706040062","20050505050839",0
"5454408","2039922",1,2,53,"","","","20050908051348","20050504051910",0
"5454409","2039922",3,1,37,"","","","20060101061531","20070302071349",0
"5454410","2039923",1,2,58,"","","1704384180100118","20050908051348","20050504051910",0
"5454411","2039923",3,1,39,"","","","20050212041759","20060504061935",0
"5454412","2039923",6,2,60,"","","","20050707050930","20071009071280",0
"5454413","2039924",1,1,85,"","","","20041009041582","20050908051742",0
"5454414","2039924",2,2,67,"","","1703103010000171","20060112051043","20050403051893",0
"5454415","2039924",8,1,27,"","","","20060302060030","20061110061989",0
"5454416","2039924",8,1,9,"","","","5621-032-1997-2","5621-032-1997-1",0
"5454417","2039925",1,2,47,"","","","20060505061046","20060302060586",0
"5454418","2039925",3,1,21,"","","1703107090000088","20041211041787","20050301051374",0
"5454419","2039925",3,2,16,"","170993000761","1703128290000221","20050908051700","20050605052329",0
"5454420","2039925",8,2,6,"","170993001014","","5749-046-1997-2","5749-046-1997-1",0
"5454421","2039925",8,2,1,"","","","5031-050-1997-2","5031-050-1997-1",0
"5454422","2039925",19,1,46,"","","1703182080000082","20060504062182","20040302041186",0
"5454423","2039926",1,2,56,"","","","20040807040048","20041009041454",0
"5454424","2039926",3,1,35,"","","","20050807050953","20040605040038",0
"5454425","2039926",3,1,38,"","","","20050403050062","20040112030555",0
"5454426","2039927",1,1,54,"","","","20060101061089","20060301060895",0
"5454427","2039927",2,2,53,"","","1703128290000220","20050908051348","20050504051910",0
"5454428","2039927",3,2,22,"","","1703128180000247","20051211051063","20031110031833",0
"5454429","2039927",3,2,20,"","","170993001053","20050112040927","20050112040035",0
"5454430","2039927",3,1,17,"","170993000761","","20050806051270","20050503051574",0
"5454431","2039927",8,1,3,"","","","5613-049-1997-2","5613-049-1997-1",0
"5454432","2039928",1,1,28,"","","","20051211052482","20060606060575",0
"5454433","2039928",2,2,42,"","","","20060404061713","20050808051843",0
"5454434","2039929",1,2,48,"","","","20060404061713","20050808051843",0
"5454435","2039929",2,1,46,"","","","20030806030767","20040302041995",0
"5454436","2039929",3,2,30,"","","","20030807032181","20041210041543",0
"5454437","2039929",8,1,10,"","170319101412","","5458-037-2002-2","5458-037-2002-1",0
"5454438","2039929",8,2,10,"","170993001014","","6093-038-2002-2","6093-038-2002-1",0
"5454439","2039929",8,2,6,"","170993001014","","6233-037-2002-2","6233-037-2002-1",0
"5454440","2039929",8,2,6,"","170319101430","","6287-042-1997-2","6287-042-1997-1",0
"5454441","2039930",1,2,36,"","","","20040403041679","20040112031614",0
"5454442","2039930",2,1,44,"","","","20060111051967","20050807051089",0
"5454443","2039930",3,2,18,"","","1703147010000040","20061009060050","20050403050931",0
"5454444","2039930",3,1,16,"","170993000761","","20050806051270","20050503051574",0
"5454445","2039930",3,2,14,"","170993000761","","5417-183-2002-2","5417-183-2002-1",0
"5454446","2039930",3,2,14,"","170993000761","","5430-044-1997-2","5430-044-1997-1",0
"5454447","2039930",3,2,12,"","170993000668","","5623-047-1997-2","5623-047-1997-1",0
"5454448","2039930",8,1,0,"","","","6030-038-2002-2","6030-038-2002-1",0
"5454449","2039931",1,2,33,"","","1703132050002438","20040504042284","20071110071794",0
"5454450","2039931",3,2,2,"","","","1498-035-1997-2","1498-035-1997-1",0
"5454451","2039931",3,2,7,"","170993001014","","5430-196-1997-2","5430-196-1997-1",0
"5454452","2039931",3,2,11,"","170993001014","","2848-039-2002-2","2848-039-2002-1",0
"5454453","2039932",1,2,58,"","","","20030808032627","20050112040761",0
"5454454","2039933",1,2,30,"","","1703128180000283","20041110042225","20041211040029",0
"5454455","2039933",3,2,13,"","170993001162","","5393-179-2002-2","5393-179-2002-1",0
"5454456","2039933",18,1,41,"","","","20051010051007","20040111033452",0
"5454459","2039935",1,2,41,"","","","20070302071571","20070212061742",0
"5454460","2039935",3,1,15,"","170993000761","","20050301052309","20050402051444",0
"5454461","2039935",3,2,7,"","170993001014","","5990-037-1997-2","5990-037-1997-1",0
"5454462","2039936",1,2,59,"","","1703182170000107","20051110050648","20040908040062",0
"5454463","2039937",1,2,63,"","","","20031211032021","20040111030722",0
"5454464","2039937",3,2,35,"","","1703180460301304","20060112050912","20050707050043",0
"5454465","2039937",8,2,16,"","170993000761","","20050908051700","20050605052329",0
"5454466","2039937",8,2,15,"","170993000761","","20050806052435","20050504051945",0
"5454467","2039937",8,1,14,"","170993000761","","6396-031-2007-2","6396-031-2007-1",0
"5454468","2039937",8,1,30,"","","","20031211032296","20040807040108",0
"5454469","2039938",1,2,75,"","","","20070403071259","20051009051600",0
"5454470","2039938",8,2,36,"","","","20050302051623","20030706030110",0
"5454471","2039938",8,2,7,"","170993001014","","6698-033-2002-2","6698-033-2002-1",0
"5454472","2039939",1,1,22,"","","1704384010100615","20060302060030","20061110061989",0
"5454473","2039940",1,2,56,"","","","20050908051348","20050504051910",0
"5454474","2039940",3,2,33,"","","","20041110042225","20041211040029",0
"5454475","2039940",8,2,16,"","170993000761","","20050808052319","20050504051945",0
"5454476","2039940",8,1,10,"","170993001014","","5871-171-1997-2","5871-171-1997-1",0
"5454477","2039940",8,2,7,"","170993001014","","6066-030-1997-2","6066-030-1997-1",0
"5454478","2039940",8,2,6,"","170993001014","","5812-047-1997-2","5812-047-1997-1",0
"5454479","2039940",8,1,4,"","","","6583-050-1997-2","6583-050-1997-1",0
"5454480","2039940",8,2,5,"","170993001014","","6114-053-1997-2","6114-053-1997-1",0
"5454481","2039940",3,1,24,"","","1703177050000503","20041211041787","20050301051374",0
"5454482","2039941",1,2,28,"","","","20071212071002","20040706040599",0
"5454483","2039941",2,1,29,"","","","20050706050517","20061210060029",0
"5454484","2039941",3,2,1,"","","","3387-003-1997-2","3387-003-1997-1",0
"5454485","2039942",1,2,41,"","","1703132040001164","20030706030109","20060201060636",0
"5454486","2039942",2,1,52,"","","","20041211042433","20051110051099",0
"5454487","2039942",6,1,52,"","","","20041211042433","20051110051099",0
"5454488","2039942",3,1,20,"","","1703177050000507","20040806041957","20030807032829",0
"5454490","2039944",1,2,38,"","","","20031009032441","20050403050715",0
"5454491","2039944",2,1,48,"","","","20051010051007","20051211050511",0
"5454492","2039944",3,2,15,"","170993000761","","20050806052435","20050504051945",0
"5454493","2039945",1,2,48,"","","","20060404061713","20050808051843",0
"5454494","2039945",2,1,46,"","","","20030806030767","20040302041995",0
"5454495","2039945",3,2,30,"","","1703124170000028","20030807032181","20041210041543",0
"5454496","2039945",8,1,10,"","170319101504","","5458-037-2002-2","5458-037-2002-1",0
"5454497","2039945",8,2,10,"","170993001014","","6093-038-2002-2","6093-038-2002-1",0
"5454498","2039945",8,2,6,"","170993001014","","6335-036-2007-2","6335-036-2007-1",0
"5454499","2039945",8,2,6,"","170319101858","","6335-037-2007-2","6335-037-2007-1",0
"5454500","2039946",1,2,43,"","","","20060404061713","20050808051843",0
"5454501","2039946",3,2,27,"","","","20060302060118","20050302050116",0
"5454502","2039946",3,2,25,"","","1703132030000971","20051211050038","20050201051804",0
"5454503","2039946",8,2,9,"","170993001014","","5861-034-1997-2","5861-034-1997-1",0
"5454504","2039946",8,2,8,"","170993001014","","5430-045-2002-2","5430-045-2002-1",0
"5454505","2039946",8,2,9,"","170993001014","","5874-179-2002-2","5874-179-2002-1",0
"5454506","2039946",3,2,15,"","170993000761","","20050806052435","20050504051945",0
"5454507","2039946",8,1,4,"","","","5683-043-1997-2","5683-043-1997-1",0
"5454508","2039946",3,1,20,"","","","20041111040078","20060112050864",0
"5454509","2039946",13,1,8,"","170993001014","","6626-037-2002-2","6626-037-2002-1",0
"5454510","2039946",13,2,8,"","170993001014","","5430-198-1997-2","5430-198-1997-1",0
"5454511","2039947",1,2,48,"","","","20040112033100","20060807061731",0
"5454512","2039947",3,2,17,"","170993000761","","20050908051700","20050605052329",0
"5454513","2039947",3,2,9,"","170993001014","","6655-036-1997-2","6655-036-1997-1",0
"5454514","2039947",3,2,8,"","170993001014","","6051-185-2002-2","6051-185-2002-1",0
"5454515","2039947",4,2,6,"","170993001014","","5749-046-2002-2","5749-046-2002-1",0
"5454516","2039947",4,2,4,"","170993001014","","6418-176-1997-2","6418-176-1997-1",0
"5454517","2039948",1,1,75,"","","","20071110070836","20050403051372",0
"5454518","2039949",1,1,46,"","","","20060605062141","20060112051551",0
"5454519","2039949",2,2,46,"","","10054264","20040908042322","20041110040519",0
"5454520","2039949",5,2,18,"","","","20050908051700","20050605052329",0
"5454521","2039950",1,2,40,"","","1703128180000283","20060907061389","20050504051633",0
"5454522","2039950",3,1,10,"","170993001014","","2887-036-1997-2","2887-036-1997-1",0
"5454523","2039950",3,2,7,"","170993001014","","5548-042-2002-2","5548-042-2002-1",0
"5454524","2039951",1,2,47,"","","1703147010000046","20061009062548","20060706060505",0
"5454525","2039951",3,2,14,"","170993000761","","6664-173-2002-2","6664-173-2002-1",0
"5454526","2039952",1,1,32,"","","1703155020000039","20030908032184","20040112033133",0
"5454527","2039952",11,1,14,"","170993000761","","5299-043-1997-2","5299-043-1997-1",0
"5454528","2039952",11,2,10,"","170993001014","","6066-031-2002-2","6066-031-2002-1",0
"5454529","2039952",11,2,9,"","170993001014","","5560-041-1997-2","5560-041-1997-1",0
"5454530","2039952",5,1,8,"","170993001014","","5573-044-2007-2","5573-044-2007-1",0
"5454531","2039952",3,2,5,"","170993001014","","6114-053-1997-2","6114-053-1997-1",0
"5454532","2039952",3,2,7,"","170993001014","","6066-031-1997-2","6066-031-1997-1",0
"5454533","2039952",19,2,25,"","","","20050302052139","20050503051519",0
"5454534","2039952",21,2,8,"","170993001014","","6053-037-2007-2","6053-037-2007-1",0
"5454535","2039953",1,2,28,"","","","20071212071002","20040706040599",0
"5454536","2039953",2,1,29,"","","10054261","20050706050517","20061210060029",0
"5454537","2039953",3,2,1,"","","","3387-003-1997-2","3387-003-1997-1",0
"5454538","2039954",1,1,64,"","","","20040706040881","20060112052075",0
"5454539","2039955",1,1,78,"","","","20071009072237","20030212021892",0
"5454540","2039955",3,2,21,"","","","20031212032634","20030403031109",0
"5454541","2039956",1,2,32,"","","","20050706050575","20050201051904",0
"5454542","2039956",3,2,11,"","170993001014","","5619-038-1997-2","5619-038-1997-1",0
"5454543","2039956",3,2,7,"","170993001014","","5812-050-1997-2","5812-050-1997-1",0
"5454544","2039956",3,2,1,"","","","5154-044-1997-2","5154-044-1997-1",0
"5454545","2039957",1,2,59,"","","","20050908051348","20050504051910",0
"5454546","2039957",8,2,23,"","","","20060112050041","20050302051339",0
"5454547","2039957",11,1,1,"","","","6127-039-1997-2","6127-039-1997-1",0
"5454548","2039957",3,1,37,"","","1703182170000111","20050201052223","20050403051777",0
"5454549","2039958",1,1,26,"","","","20060112051460","20051211051654",0
"5454550","2039959",1,2,51,"","","","20040807040048","20041009041454",0
"5454551","2039959",18,1,51,"","","","20070111061507","20030807031711",0
"5454552","2039960",1,2,39,"","","170993000602","20040908040068","20030908031553",0
"5454553","2039960",3,2,19,"","","1703177080000102","20050908051700","20050605052329",0
"5454554","2039960",3,1,18,"","","","20050806051270","20050503051574",0
"5454555","2039960",3,1,17,"","170993000761","1703128180000237","20050806051270","20050503051574",0
"5454556","2039960",3,1,15,"","170993000761","","20050301052309","20050402051444",0
"5454557","2039960",3,1,14,"","170993000761","","6156-182-2002-2","6156-182-2002-1",0
"5454558","2039961",1,2,34,"","","","20031111031729","20041209041102",0
"5454559","2039961",3,2,15,"","170993000761","","20050806052435","20050504051945",0
"5454560","2039962",1,2,51,"","","1703107090000094","20031110031320","20050605052442",0
"5454561","2039962",3,1,29,"","","1703132050002144","20041211041787","20050301051374",0
"5454562","2039962",3,1,18,"","","","20050806051270","20050503051574",0
"5454563","2039962",21,1,53,"","","","20050808052280","20060302062329",0
"5454564","2039963",1,1,35,"","","1703182080000076","20041110040105","20061210061742",0
"5454565","2039963",2,2,30,"","","","20060112051995","20050404051412",0
"5454566","2039963",5,2,11,"","170993001014","","5037-034-1997-2","5037-034-1997-1",0
"5454567","2039963",3,2,7,"","170993001014","","5995-034-1997-2","5995-034-1997-1",0
"5454568","2039963",8,2,3,"","","","0846-044-1997-2","0846-044-1997-1",0
"5454569","2039963",3,1,12,"","170993000668","","5871-030-2007-2","5871-030-2007-1",0
"5454570","2039964",1,1,45,"","","1703132010002230","20060111050076","20070402071994",0
"5454571","2039964",13,1,24,"","","1703103060000095","20060807060705","20061110061092",0
"5454572","2039965",1,2,50,"","","","20050908051348","20050504051910",0
"5454573","2039965",7,2,68,"","","","20060112051043","20050403051893",0
"5454574","2039965",3,2,27,"","","1703133010000268","20051211050038","20050201051804",0
"5454575","2039965",6,1,40,"","","","20070112061632","20040111031711",0
"5454576","2039965",8,1,14,"","170993000761","","5660-031-1997-2","5660-031-1997-1",0
"5454577","2039965",8,1,7,"","170993001014","","5491-034-2002-2","5491-034-2002-1",0
"5454578","2039965",8,1,9,"","170993001014","","5613-041-1997-2","5613-041-1997-1",0
"5454579","2039965",8,2,8,"","170993001014","","5990-177-2002-2","5990-177-2002-1",0
"5454580","2039965",8,1,0,"","","","6210-040-1997-2","6210-040-1997-1",0
"5454581","2039965",12,2,48,"","","","20060201060071","20050908050983",0
"5454582","2039965",13,2,19,"","","1703182080000082","20060705061154","20050807050852",0
"5454583","2039965",6,2,32,"","","","20040302041599","20050201052187",0
"5454584","2039965",13,1,8,"","","","6030-038-2007-2","6030-038-2007-1",0
"5454585","2039965",21,2,12,"","170993000668","","5987-036-2007-2","5987-036-2007-1",0
"5454586","2039966",1,2,22,"","","","20051211050038","20050201051804",0
"5454587","2039966",3,1,8,"","170993001014","","5031-044-1997-2","5031-044-1997-1",0
"5454588","2039966",3,2,5,"","170993001014","","6121-198-1997-2","6121-198-1997-1",0
"5454589","2039966",3,1,4,"","170993001014","","5990-180-1997-2","5990-180-1997-1",0
"5454590","2039966",3,2,10,"","170993001014","","5503-185-1997-2","5503-185-1997-1",0
"5454591","2039966",3,1,9,"","170993001014","","5628-037-1997-2","5628-037-1997-1",0
"5454592","2039966",19,1,24,"","","","20040807041563","20051211050092",0
"5454593","2039967",1,1,57,"","","","20041211042433","20051110051099",0
"5454594","2039967",2,2,63,"","","","20030909032442","20050302050984",0
"5454595","2039968",1,2,51,"","","","20030807032300","20030112021385",0
"5454596","2039969",1,2,56,"","","1703128180000228","20060808061630","20071211071957",0
"5454597","2039969",8,1,13,"","170993001162","","6191-030-1997-2","6191-030-1997-1",0
"5454598","2039969",19,1,58,"","","1703132040001040","20050808052280","20060302062329",0
"5454599","2039970",1,2,47,"","","","20061009062548","20060706060505",0
"5454600","2039970",3,2,14,"","170993000761","","6664-173-2002-2","6664-173-2002-1",0
"5454601","2039971",1,2,46,"","","","20030404031386","20060403061676",0
"5454602","2039971",3,1,23,"","","","20040202040034","20050201050911",0
"5454603","2039971",3,1,17,"","170993000761","1703125100000044","20050806051270","20050503051574",0
"5454604","2039971",3,1,9,"","170993001014","","6646-179-2002-2","6646-179-2002-1",0
"5454608","2039973",1,2,40,"","","1704384180100085","20060404061713","20050808051843",0
"5454609","2039973",3,2,20,"","","","20060604061621","20060404061164",0
"5454610","2039973",3,2,18,"","","1703128180000283","20050908051700","20050605052329",0
"5454611","2039973",4,1,4,"","170993001014","","5990-180-1997-2","5990-180-1997-1",0
"5454612","2039973",3,1,4,"","170993001014","","5990-180-2002-2","5990-180-2002-1",0
"5454613","2039973",8,2,4,"","170993001014","","6228-037-2002-2","6228-037-2002-1",0
"5454614","2039973",8,1,0,"","","","6788-035-1997-2","6788-035-1997-1",0
"5454615","2039974",1,2,36,"","","","20051009051962","20061009061031",0
"5454616","2039974",3,2,17,"","170993000761","1703177080000084","20050908051700","20050605052329",0
"5454617","2039974",3,1,13,"","170993001162","","6191-030-1997-2","6191-030-1997-1",0
"5454618","2039975",1,2,64,"","","","20050111041785","20050503051875",0
"5454619","2039975",13,2,22,"","","1703168090000005","20060111051111","20050707050036",0
"5454620","2039975",13,2,7,"","170993001014","","6588-040-1997-2","6588-040-1997-1",0
"5454621","2039975",13,2,6,"","170993001014","","5154-046-2002-2","5154-046-2002-1",0
"5454622","2039975",13,1,1,"","","","5314-038-1997-2","5314-038-1997-1",0
"5454623","2039976",1,1,46,"","","","20070201071277","20061009062519",0
"5454624","2039976",3,1,17,"","170319101428","","20050806051270","20050503051574",0
"5454625","2039977",1,2,59,"","","1704384010100316","20050101051971","20060112051442",0
"5454626","2039977",3,1,25,"","","170993000808","20041211041787","20050301051374",0
"5454627","2039978",1,2,93,"","","","20041211041137","20031210030798",0
"5454628","2039978",3,2,60,"","","","20060112051043","20050403051893",0
"5454629","2039978",8,2,42,"","","","20050807050666","20051110051086",0
"5454630","2039978",8,2,18,"","","1703132020003201","20061211061622","20060302060860",0
"5454631","2039978",8,1,5,"","170993001014","","6170-034-1997-2","6170-034-1997-1",0
"5454632","2039978",8,2,5,"","170993001014","","5904-052-2002-2","5904-052-2002-1",0
"5454633","2039979",1,1,55,"","","","20060504062003","20040807040506",0
"5454634","2039979",2,2,49,"","","","20070112062277","20031110030710",0
"5454635","2039979",5,1,29,"","","","20060404062214","20070908070927",0
"5454636","2039980",1,2,40,"","","1703155020000043","20060201060071","20050908050983",0
"5454637","2039980",3,2,20,"","","1703128180000264","20040302040952","20050807051883",0
"5454638","2039980",3,2,9,"","170993001014","","5826-036-1997-2","5826-036-1997-1",0
"5454642","2039982",1,2,75,"","","","20070403071259","20051009051600",0
"5454643","2039982",8,2,36,"","","","20050302051623","20030706030110",0
"5454644","2039982",8,2,7,"","170993001014","","6698-033-2002-2","6698-033-2002-1",0
"5454645","2039983",1,2,37,"","","1703180511100312","20060302061453","20061211061683",0
"5454646","2039983",3,2,16,"","170993000761","1703147010000046","20050908051700","20050605052329",0
"5454647","2039983",3,2,15,"","170993000761","","20050806052435","20050504051945",0
"5454648","2039983",3,1,10,"","170993000602","","6335-038-2007-2","6335-038-2007-1",0
"5454649","2039983",3,2,9,"","170993000602","","6041-039-1997-2","6041-039-1997-1",0
"5454650","2039983",3,2,7,"","170993000602","","5995-038-1997-2","5995-038-1997-1",0
"5454651","2039983",3,1,8,"","170993000602","","5031-044-1997-2","5031-044-1997-1",0
"5454652","2039984",1,2,47,"","","1703182080000082","20031110033530","20041210041365",0
"5454653","2039984",2,1,61,"","","1703180511100032","20041110042146","20050706051428",0
"5454654","2039984",3,1,20,"","","1703132040001191","20060403060978","20041108041999",0
"5454655","2039984",13,2,17,"","170993000761","","20040302042438","20050504051269",0
"5454656","2039985",1,1,29,"","","","20050706050517","20030303031854",0
"5454657","2039985",19,2,18,"","","","20050908051700","20050605052329",0
"5454658","2039986",1,2,48,"","","1703138170000010","20040112033100","20060807061731",0
"5454659","2039986",3,2,17,"","170993000761","","20050908051700","20050605052329",0
"5454660","2039986",3,2,9,"","170993001014","","6655-036-1997-2","6655-036-1997-1",0
"5454661","2039986",3,2,8,"","170993001014","","6051-185-2002-2","6051-185-2002-1",0
"5454662","2039986",4,2,6,"","170993001014","","5749-048-2002-2","5749-048-2002-1",0
"5454663","2039986",4,2,4,"","170993001014","","6418-176-1997-2","6418-176-1997-1",0
"5454667","2039988",1,2,49,"","","","20060201062276","20050201050829",0
"5454668","2039988",3,2,33,"","","","20050112042267","20050908050641",0
"5454669","2039988",3,1,26,"","","","20060807060705","20061110061092",0
"5454670","2039988",3,2,9,"","170993001014","","6205-182-1997-2","6205-182-1997-1",0
"5454671","2039988",8,2,11,"","170993001014","","6150-034-2002-2","6150-034-2002-1",0
"5454672","2039988",8,1,0,"","","","5314-038-1997-2","5314-038-1997-1",0
"5454673","2039989",1,1,22,"","","","20050111040759","20070201071286",0
"5454674","2039989",19,2,21,"","","","20051009052389","20060403060791",0
"5454675","2039990",1,2,34,"","","","20070907071089","20050706052443",0
"5454676","2039990",2,1,25,"","","","20070111060930","20050112042107",0
"5454677","2039991",1,2,46,"","","1703132030001013","20060201062276","20050201050829",0
"5454678","2039991",3,1,16,"","170993000761","1703125100000038","20050806051270","20050503051574",0
"5454679","2039991",3,2,14,"","170993000761","","6161-032-2002-2","6161-032-2002-1",0
"5454680","2039992",1,2,64,"","","1703155020000049","20050111041785","20050503051875",0
"5454681","2039992",13,2,22,"","","1703168110000017","20060111051111","20050707050036",0
"5454682","2039992",13,2,7,"","170993001014","","6588-040-1997-2","6588-040-1997-1",0
"5454683","2039992",13,2,6,"","170993001014","","5154-046-2002-2","5154-046-2002-1",0
"5454684","2039992",13,1,1,"","","","5314-038-1997-2","5314-038-1997-1",0
"5454685","2039993",1,2,64,"","","1703132010002218","20060112051043","20050403051893",0
"5454686","2039993",8,2,19,"","","","20061211061622","20060302060860",0
"5454687","2039993",8,2,14,"","170993000761","","5835-181-2002-2","5835-181-2002-1",0
"5454688","2039993",8,2,3,"","","","5835-181-2002-2","5835-181-2002-1",0
"5454689","2039993",8,2,4,"","","","5858-037-1997-2","5858-037-1997-1",0
"5454690","2039993",8,1,1,"","","","6120-196-2002-2","6120-196-2002-1",0
"5454691","2039993",8,1,5,"","170993001014","","6112-035-2002-2","6112-035-2002-1",0
"5454692","2039993",8,1,24,"","","","20041111040078","20060112052117",0
"5454693","2039993",11,1,3,"","","","5990-180-1997-2","5990-180-1997-1",0
"5454694","2039993",8,2,23,"","","","20050112040927","20050112040035",0
"5454695","2039993",11,1,5,"","170993001014","","6152-030-1997-2","6152-030-1997-1",0
"5454696","2039993",8,1,21,"","","173786003888","20061009061235","20031008031189",0
"5454697","2039994",1,2,48,"","","","20060403060080","20050807051689",0
"5454698","2039994",15,2,83,"","","","20050403050835","20050403050506",0
"5454699","2039995",1,2,26,"","","1703128290000220","20060112050041","20050302051339",0
